Group 1,Group 2,H,p-value,q-value
NA (n=14),hemp (n=50),0.021362637362670966,0.8837953740591189,1.0
NA (n=14),oIlseed_rape (n=56),0.10434032768037582,0.7466819625934764,1.0
NA (n=14),tobacco (n=90),0.06131519274379116,0.8044291717481137,1.0
hemp (n=50),oIlseed_rape (n=56),0.0,1.0,1.0
hemp (n=50),tobacco (n=90),2.716614657210414,0.09930843716442002,0.44553267070797714
oIlseed_rape (n=56),tobacco (n=90),2.087479753806292,0.14851089023599237,0.44553267070797714
