Group 1,Group 2,H,p-value,q-value
P1S1 (n=3),P1S4 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S1 (n=3),P2S1 (n=6),0.0,1.0,1.0
P1S1 (n=3),P2S2 (n=24),4.023809523809518,0.04486227115291499,0.1847305884516613
P1S1 (n=3),P2S3 (n=6),0.0,1.0,1.0
P1S1 (n=3),P2S4 (n=6),0.0,1.0,1.0
P1S1 (n=3),P3S1 (n=6),0.0,1.0,1.0
P1S1 (n=3),P3S2 (n=24),1.7202380952380878,0.1896623997641429,0.4799619912398718
P1S1 (n=3),P3S3 (n=6),0.0,1.0,1.0
P1S1 (n=3),P3S4 (n=6),0.0,1.0,1.0
P1S1 (n=3),P3S5 (n=6),0.0,1.0,1.0
P1S1 (n=3),P4S1 (n=24),0.2916666666666572,0.5891544654500643,0.934188669932381
P1S1 (n=3),P4S2 (n=6),0.0,1.0,1.0
P1S1 (n=3),P4S3 (n=6),0.0,1.0,1.0
P1S1 (n=3),P4S4 (n=6),0.0,1.0,1.0
P1S1 (n=3),P5S1 (n=6),0.0,1.0,1.0
P1S1 (n=3),P5S2 (n=6),0.0,1.0,1.0
P1S1 (n=3),P6S1 (n=24),3.1488095238095184,0.07598237857716962,0.2672855303140151
P1S1 (n=3),P6S2 (n=6),0.0,1.0,1.0
P1S1 (n=3),P6S3 (n=6),0.0,1.0,1.0
P1S1 (n=3),P7S1 (n=6),0.0,1.0,1.0
P1S1 (n=3),P7S2 (n=6),0.0,1.0,1.0
P1S1 (n=3),P7S3 (n=6),0.0,1.0,1.0
P1S1 (n=3),P7S4 (n=6),0.0,1.0,1.0
P1S1 (n=3),PBS (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S1 (n=3),Pram_120 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S1 (n=3),Pram_120_d (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S2 (n=3),P1S3 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
P1S2 (n=3),P1S4 (n=3),3.857142857142854,0.049534613435626915,0.1847305884516613
