Group 1,Group 2,H,p-value,q-value
Germ (n=75),Seed (n=92),28.525879917184284,9.245440621357016e-08,9.245440621357016e-08
Germ (n=75),Soil (n=68),93.88250000000005,3.3482132784492898e-22,5.022319917673935e-22
Seed (n=92),Soil (n=68),103.47106082508617,2.6422558140591026e-24,7.926767442177308e-24
