Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Germ-P2S2-Tabac-b_S221.ITS1.R2	60.802815846626224	45.0	231.0033700292069	45.45454545454545	13353.0
Germ-P2S2-Tabac-c_S222.ITS1.R1	81.80566801619433	46.0	228.95562753036438	45.45454545454545	12350.0
Germ-P2S2-Tabac-c_S222.ITS1.R2	57.27125506072874	45.0	231.0017004048583	45.45454545454545	12350.0
Germ-P3S2-ACN-a_S172.ITS1.R1	86.299076524275	45.0	228.9550683156019	45.45454545454545	18517.0
Germ-P3S2-ACN-a_S172.ITS1.R2	65.96640924555814	44.0	231.00108008856725	45.45454545454545	18517.0
Germ-P3S2-ACN-b_S173.ITS1.R1	84.7272158824449	45.0	228.95521338127247	45.45454545454545	12794.0
Germ-P3S2-ACN-b_S173.ITS1.R2	60.84883539158981	45.0	231.0014850711271	45.45454545454545	12794.0
Germ-P3S2-ACN-c_S174.ITS1.R1	85.96261069203017	44.0	228.95565759265332	45.45454545454545	15245.0
Germ-P3S2-ACN-c_S174.ITS1.R2	64.35552640209906	42.0	231.00150869137423	45.45454545454545	15245.0
Germ-P3S2-Chanvre-a_S223.ITS1.R1	83.288130185067	45.0	228.95524888321634	45.45454545454545	12536.0
Germ-P3S2-Chanvre-a_S223.ITS1.R2	63.32163369495852	44.0	231.001356094448	45.45454545454545	12536.0
Germ-P3S2-Chanvre-b_S224.ITS1.R1	83.90319174855844	46.0	228.95793064241047	45.45454545454545	12313.0
Germ-P3S2-Chanvre-b_S224.ITS1.R2	61.32542840899862	45.0	231.00162429952084	45.45454545454545	12313.0
Germ-P3S2-Chanvre-c_S225.ITS1.R1	85.92085235920852	45.0	228.95385360453852	45.45454545454545	14454.0
Germ-P3S2-Chanvre-c_S225.ITS1.R2	63.26968313269683	44.0	231.00242147502422	45.45454545454545	14454.0
Germ-P3S2-Colza-a_S198.ITS1.R1	86.30303030303031	44.0	228.95261183261184	45.45454545454545	17325.0
Germ-P3S2-Colza-a_S198.ITS1.R2	64.77344877344876	44.0	231.0017316017316	45.45454545454545	17325.0
Germ-P3S2-Colza-b_S199.ITS1.R1	86.97432298063988	45.0	228.95689302216763	45.45454545454545	17097.0
Germ-P3S2-Colza-b_S199.ITS1.R2	65.60215242440194	45.0	231.00134526525122	45.45454545454545	17097.0
Germ-P3S2-Colza-c_S200.ITS1.R1	86.8269534957292	45.0	228.9579879784878	45.45454545454545	15805.0
Germ-P3S2-Colza-c_S200.ITS1.R2	66.03606453653907	44.0	231.00113888010122	45.45454545454545	15805.0
Germ-P3S2-Colza-myro-a_S201.ITS1.R1	86.87825940671789	45.0	228.95598048561655	45.45454545454545	17833.0
Germ-P3S2-Colza-myro-a_S201.ITS1.R2	65.13205854315034	45.0	231.00229910839454	45.45454545454545	17833.0
Germ-P3S2-Colza-myro-b_S202.ITS1.R1	87.6933065753748	45.0	228.95490496989729	45.45454545454545	16942.0
Germ-P3S2-Colza-myro-b_S202.ITS1.R2	66.65682918191476	45.0	231.00011804981702	45.45454545454545	16942.0
Germ-P3S2-Colza-myro-c_S203.ITS1.R1	87.25707412799899	45.0	228.95771348990314	45.45454545454545	15797.0
Germ-P3S2-Colza-myro-c_S203.ITS1.R2	67.92428942204216	45.0	231.0020890042413	45.45454545454545	15797.0
Germ-P3S2-GR24-a_S175.ITS1.R1	83.99419359767744	45.0	228.95576438230574	45.45454545454545	13089.0
Germ-P3S2-GR24-a_S175.ITS1.R2	61.67774467109787	43.0	231.00160440064175	45.45454545454545	13089.0
Germ-P3S2-GR24-b_S176.ITS1.R1	84.54421111915681	44.0	228.95719687826858	45.45454545454545	12429.0
Germ-P3S2-GR24-b_S176.ITS1.R2	62.378308793949635	41.0	231.00257462386355	45.45454545454545	12429.0
Germ-P3S2-GR24-c_S177.ITS1.R1	86.90344782806311	46.0	228.9537692357639	45.45454545454545	15401.0
Germ-P3S2-GR24-c_S177.ITS1.R2	67.17096292448542	45.0	231.00129861697292	45.45454545454545	15401.0
Germ-P3S2-Tabac-a_S226.ITS1.R1	85.57170016295491	45.0	228.9575638240087	45.45454545454545	14728.0
Germ-P3S2-Tabac-a_S226.ITS1.R2	63.66105377512222	44.0	231.00033948940793	45.45454545454545	14728.0
Germ-P3S2-Tabac-b_S227.ITS1.R1	86.57396307839846	44.0	228.96062095420763	45.45454545454545	16684.0
Germ-P3S2-Tabac-b_S227.ITS1.R2	64.8225845121074	44.0	231.00071925197796	45.45454545454545	16684.0
Germ-P3S2-Tabac-c_S228.ITS1.R1	85.02961766289715	44.0	228.9582361036319	45.45454545454545	16713.0
Germ-P3S2-Tabac-c_S228.ITS1.R2	63.72285047567762	43.0	231.00173517621013	45.45454545454545	16713.0
Germ-P4S1-ACN-a_S178.ITS1.R1	83.95766083627356	45.0	228.95578410029276	45.45454545454545	13321.0
Germ-P4S1-ACN-a_S178.ITS1.R2	58.53914871255912	45.0	231.00397868027926	54.54545454545454	13321.0
Germ-P4S1-ACN-b_S179.ITS1.R1	85.07264489923449	46.0	228.94914857053584	45.45454545454545	12802.0
Germ-P4S1-ACN-b_S179.ITS1.R2	58.334635213247935	46.0	231.00242149664115	54.54545454545454	12802.0
Germ-P4S1-ACN-c_S180.ITS1.R1	84.3842607836681	46.0	228.95143233454067	45.45454545454545	12148.0
Germ-P4S1-ACN-c_S180.ITS1.R2	57.91899901218308	46.0	231.00222258808034	54.54545454545454	12148.0
Germ-P4S1-Chanvre-a_S229.ITS1.R1	84.18831889851211	46.0	228.94788659412242	45.45454545454545	13509.0
Germ-P4S1-Chanvre-a_S229.ITS1.R2	58.968095343844844	46.0	231.0047375823525	54.54545454545454	13509.0
Germ-P4S1-Chanvre-b_S230.ITS1.R1	84.41515212036482	46.0	228.95699354237402	45.45454545454545	15021.0
Germ-P4S1-Chanvre-b_S230.ITS1.R2	60.02929232407962	45.0	231.00199720391453	45.45454545454545	15021.0
Germ-P4S1-Chanvre-c_S231.ITS1.R1	84.40155015650619	45.0	228.95640184826354	45.45454545454545	13418.0
Germ-P4S1-Chanvre-c_S231.ITS1.R2	59.382918467729915	45.0	231.00059621404085	45.45454545454545	13418.0
Germ-P4S1-Colza-a_S205.ITS1.R1	84.39441784659265	45.0	228.95344810023428	45.45454545454545	9817.0
Germ-P4S1-Colza-a_S205.ITS1.R2	61.872262401955794	45.0	231.00101864113273	54.54545454545454	9817.0
Germ-P4S1-Colza-b_S206.ITS1.R1	85.35051870480982	46.0	228.9551241747878	45.45454545454545	12724.0
Germ-P4S1-Colza-b_S206.ITS1.R2	63.4706067274442	46.0	231.00353662370324	45.45454545454545	12724.0
Germ-P4S1-Colza-c_S207.ITS1.R1	85.57362375055945	44.0	228.9572579442041	45.45454545454545	13406.0
Germ-P4S1-Colza-c_S207.ITS1.R2	65.17231090556467	44.0	231.00141727584665	45.45454545454545	13406.0
Germ-P4S1-Colza-myro-a_S208.ITS1.R1	81.4711496109235	45.0	228.9531639994127	45.45454545454545	6811.0
Germ-P4S1-Colza-myro-a_S208.ITS1.R2	53.54573484069887	46.0	231.0029364263691	54.54545454545454	6811.0
Germ-P4S1-Colza-myro-b_S209.ITS1.R1	84.29098005203817	46.0	228.95999566348655	45.45454545454545	9224.0
Germ-P4S1-Colza-myro-b_S209.ITS1.R2	57.83824804856895	46.0	231.00411968777104	54.54545454545454	9224.0
Germ-P4S1-Colza-myro-c_S210.ITS1.R1	85.60625371739314	45.0	228.95607103407255	45.45454545454545	11769.0
Germ-P4S1-Colza-myro-c_S210.ITS1.R2	62.97051576174697	45.0	231.00195428668536	54.54545454545454	11769.0
Germ-P4S1-GR24-a_S181.ITS1.R1	85.22187542407383	45.0	228.9555570633736	45.45454545454545	14738.0
Germ-P4S1-GR24-a_S181.ITS1.R2	58.60360971637943	45.0	231.00420681232188	54.54545454545454	14738.0
Germ-P4S1-GR24-b_S182.ITS1.R1	86.06525267222564	44.0	228.9576920924506	45.45454545454545	17869.0
Germ-P4S1-GR24-b_S182.ITS1.R2	62.1691197045162	43.0	231.00346969612178	45.45454545454545	17869.0
Germ-P4S1-GR24-c_S183.ITS1.R1	84.00991633095755	45.0	228.95405949798575	45.45454545454545	12908.0
Germ-P4S1-GR24-c_S183.ITS1.R2	58.87821506042764	46.0	231.0012395413697	54.54545454545454	12908.0
Germ-P4S1-Tabac-a_S232.ITS1.R1	84.54913121629718	45.0	228.9509436788496	45.45454545454545	13352.0
Germ-P4S1-Tabac-a_S232.ITS1.R2	60.08088675853805	45.0	231.00217195925703	54.54545454545454	13352.0
Germ-P4S1-Tabac-b_S233.ITS1.R1	83.50744427079049	45.0	228.95689726083737	45.45454545454545	12157.0
Germ-P4S1-Tabac-b_S233.ITS1.R2	58.879657810315045	45.0	231.00106934276548	45.45454545454545	12157.0
Germ-P4S1-Tabac-c_S234.ITS1.R1	84.09148665819568	45.0	228.95213892418468	45.45454545454545	11805.0
Germ-P4S1-Tabac-c_S234.ITS1.R2	60.635324015247775	45.0	231.00059296908088	54.54545454545454	11805.0
Germ-P6S1-ACN-a_S184.ITS1.R1	88.1881427707199	47.0	228.95367009477718	45.45454545454545	19836.0
Germ-P6S1-ACN-a_S184.ITS1.R2	70.13006654567454	46.0	231.00065537406735	45.45454545454545	19836.0
Germ-P6S1-ACN-b_S185.ITS1.R1	85.95162615944582	46.0	228.95409181636725	45.45454545454545	17034.0
Germ-P6S1-ACN-b_S185.ITS1.R2	64.21275096865094	44.0	231.00164377128095	45.45454545454545	17034.0
Germ-P6S1-ACN-c_S186.ITS1.R1	86.27050488287483	46.0	228.95532009957236	45.45454545454545	15667.0
Germ-P6S1-ACN-c_S186.ITS1.R2	64.67734729048318	44.0	231.00223399502138	45.45454545454545	15667.0
Germ-P6S1-Chanvre-a_S235.ITS1.R1	84.10422936797086	46.0	228.94527166165057	45.45454545454545	12626.0
Germ-P6S1-Chanvre-a_S235.ITS1.R2	57.183589418659906	46.0	231.0026928560114	54.54545454545454	12626.0
Germ-P6S1-Chanvre-b_S236.ITS1.R1	87.35887686458028	47.0	228.95618601930389	45.45454545454545	17095.0
Germ-P6S1-Chanvre-b_S236.ITS1.R2	66.22404211757825	46.0	231.00169640245687	45.45454545454545	17095.0
Germ-P6S1-Chanvre-c_S237.ITS1.R1	84.93639167309175	47.0	228.9502698535081	45.45454545454545	10376.0
Germ-P6S1-Chanvre-c_S237.ITS1.R2	59.358134155744025	47.0	231.0033731688512	54.54545454545454	10376.0
Germ-P6S1-Colza-a_S211.ITS1.R1	84.7035175879397	46.0	228.95685092127303	45.45454545454545	14925.0
Germ-P6S1-Colza-a_S211.ITS1.R2	61.70854271356784	44.0	230.9991959798995	45.45454545454545	14925.0
Germ-P6S1-Colza-b_S212.ITS1.R1	85.01656935458419	47.0	228.95179106832887	45.45454545454545	12674.0
Germ-P6S1-Colza-b_S212.ITS1.R2	59.38930093103993	46.0	231.0025248540319	45.45454545454545	12674.0
Germ-P6S1-Colza-c_S213.ITS1.R1	87.30546231309124	46.0	228.9594140982606	45.45454545454545	16385.0
Germ-P6S1-Colza-c_S213.ITS1.R2	66.54256942325297	45.0	231.0018309429356	45.45454545454545	16385.0
Germ-P6S1-Colza-myro-a_S214.ITS1.R1	84.67609828741624	43.0	228.9565897244974	45.45454545454545	13430.0
Germ-P6S1-Colza-myro-a_S214.ITS1.R2	62.643335815338794	42.0	231.00215934475057	45.45454545454545	13430.0
Germ-P6S1-Colza-myro-b_S215.ITS1.R1	83.99285167219811	46.0	228.95642924006467	45.45454545454545	11751.0
Germ-P6S1-Colza-myro-b_S215.ITS1.R2	59.654497489575355	45.0	231.00127648710748	45.45454545454545	11751.0
Germ-P6S1-Colza-myro-c_S216.ITS1.R1	85.82917022054343	45.0	228.95656147191423	45.45454545454545	16414.0
Germ-P6S1-Colza-myro-c_S216.ITS1.R2	65.7061045449007	43.0	231.00207140246133	45.45454545454545	16414.0
Germ-P6S1-GR24-a_S187.ITS1.R1	84.89719235987893	46.0	228.94875273979753	45.45454545454545	9581.0
Germ-P6S1-GR24-a_S187.ITS1.R2	58.730821417388576	46.0	231.00240058449015	54.54545454545454	9581.0
Germ-P6S1-GR24-b_S188.ITS1.R1	87.40121142197866	45.0	228.95852321892124	45.45454545454545	17335.0
Germ-P6S1-GR24-b_S188.ITS1.R2	66.66858955869628	44.0	231.00201903663108	45.45454545454545	17335.0
Germ-P6S1-GR24-c_S189.ITS1.R1	85.94585961830232	47.0	228.95352551305598	45.45454545454545	12523.0
Germ-P6S1-GR24-c_S189.ITS1.R2	63.80260321009343	47.0	231.00151720833665	45.45454545454545	12523.0
Germ-P6S1-Tabac-a_S238.ITS1.R1	82.9943113256335	45.0	228.95440441303222	45.45454545454545	11602.0
Germ-P6S1-Tabac-a_S238.ITS1.R2	60.12756421306671	43.0	230.99887950353389	45.45454545454545	11602.0
Germ-P6S1-Tabac-b_S239.ITS1.R1	82.71758839528559	45.0	228.9527425203989	45.45454545454545	8824.0
Germ-P6S1-Tabac-b_S239.ITS1.R2	56.07434270172257	44.0	231.0040797824116	54.54545454545454	8824.0
Germ-P6S1-Tabac-c_S240.ITS1.R1	84.25950311649548	45.0	228.9530330963041	45.45454545454545	11391.0
Germ-P6S1-Tabac-c_S240.ITS1.R2	59.60846282152576	45.0	231.00035115442014	45.45454545454545	11391.0
Seed-Control-a_S80.ITS1.R1	86.01943339756468	47.0	228.951088516256	54.54545454545454	24391.0
Seed-Control-a_S80.ITS1.R2	66.43844040834735	47.0	231.01967938993891	54.54545454545454	24391.0
Seed-H2O-a_S8.ITS1.R1	83.61971936669919	49.0	228.95745479102573	45.45454545454545	13327.0
Seed-H2O-a_S8.ITS1.R2	60.33615967584603	48.0	231.02206047872738	45.45454545454545	13327.0
Seed-H2O-b_S16.ITS1.R1	81.76009644364075	48.0	228.93918022905365	45.45454545454545	16590.0
Seed-H2O-b_S16.ITS1.R2	59.72272453285111	47.0	231.01416515973477	45.45454545454545	16590.0
Seed-H2O-c_S24.ITS1.R1	80.2549790688824	48.0	228.94431054167194	45.45454545454545	15766.0
Seed-H2O-c_S24.ITS1.R2	58.31536217176202	47.0	231.0179500190283	54.54545454545454	15766.0
Seed-Mock-a_S79.ITS1.R1	90.17782948313112	41.0	228.95288349675917	45.45454545454545	12034.0
Seed-Mock-a_S79.ITS1.R2	63.47847764666778	40.0	231.00415489446567	45.45454545454545	12034.0
Seed-P1S1-a_S1.ITS1.R1	87.49845634544931	49.0	228.95723047791546	45.45454545454545	24293.0
Seed-P1S1-a_S1.ITS1.R2	64.18309801177294	48.0	231.00193471370355	45.45454545454545	24293.0
Seed-P1S1-b_S9.ITS1.R1	86.06574761399787	49.0	228.9558854718982	45.45454545454545	18860.0
Seed-P1S1-b_S9.ITS1.R2	65.03181336161188	48.0	231.0010074231177	45.45454545454545	18860.0
Seed-P1S1-c_S17.ITS1.R1	86.60627913112303	49.0	228.95725969571717	45.45454545454545	22742.0
Seed-P1S1-c_S17.ITS1.R2	64.74804326796237	48.0	231.0014510597133	45.45454545454545	22742.0
Seed-P1S2-a_S25.ITS1.R1	86.41691084135621	49.0	228.95348472164085	45.45454545454545	19112.0
Seed-P1S2-a_S25.ITS1.R2	65.39870238593554	48.0	231.00219757220594	45.45454545454545	19112.0
Seed-P1S2-b_S33.ITS1.R1	86.253515033528	49.0	228.95992861778066	45.45454545454545	18492.0
Seed-P1S2-b_S33.ITS1.R2	64.4494916720744	48.0	231.00075708414448	45.45454545454545	18492.0
Seed-P1S2-c_S41.ITS1.R1	85.68115301783644	49.0	228.9563200618477	45.45454545454545	18109.0
Seed-P1S2-c_S41.ITS1.R2	63.49329062896902	48.0	230.9994477883925	45.45454545454545	18109.0
Seed-P1S3-a_S49.ITS1.R1	87.28671114959506	49.0	228.95655274283095	45.45454545454545	19633.0
Seed-P1S3-a_S49.ITS1.R2	66.37294351347222	48.0	231.00203738603372	45.45454545454545	19633.0
Seed-P1S3-b_S57.ITS1.R1	88.17778124026177	49.0	228.95590526643815	45.45454545454545	25672.0
Seed-P1S3-b_S57.ITS1.R2	67.10034278591462	48.0	231.00097382362105	45.45454545454545	25672.0
Seed-P1S3-c_S65.ITS1.R1	88.66276116623209	49.0	228.95618163963292	45.45454545454545	29531.0
Seed-P1S3-c_S65.ITS1.R2	66.79421624733331	48.0	231.00148995970335	45.45454545454545	29531.0
Seed-P1S4-a_S73.ITS1.R1	86.86533700780046	49.0	228.95576626652343	45.45454545454545	21409.0
Seed-P1S4-a_S73.ITS1.R2	65.9442290625438	48.0	231.00116773319633	45.45454545454545	21409.0
Seed-P1S4-b_S81.ITS1.R1	86.82353991784247	49.0	228.95445615288443	45.45454545454545	22396.0
Seed-P1S4-b_S81.ITS1.R2	64.93570280407215	48.0	231.00174138238972	45.45454545454545	22396.0
Seed-P1S4-c_S88.ITS1.R1	86.56894576012223	48.0	228.9572192513369	45.45454545454545	20944.0
Seed-P1S4-c_S88.ITS1.R2	64.4576012223071	48.0	230.99971352177235	45.45454545454545	20944.0
Seed-P2S1-a_S2.ITS1.R1	87.13336888544141	49.0	228.95694962912688	45.45454545454545	20627.0
Seed-P2S1-a_S2.ITS1.R2	63.53808115576671	48.0	231.00135744412663	45.45454545454545	20627.0
Seed-P2S1-b_S10.ITS1.R1	86.11909650924025	49.0	228.95552948078617	45.45454545454545	17045.0
Seed-P2S1-b_S10.ITS1.R2	66.13669697858609	48.0	231.0008800234673	45.45454545454545	17045.0
Seed-P2S1-c_S18.ITS1.R1	87.28287239204269	49.0	228.95919456574478	45.45454545454545	20610.0
Seed-P2S1-c_S18.ITS1.R2	65.53129548762737	48.0	231.0011159631247	45.45454545454545	20610.0
Seed-P2S2-a_S26.ITS1.R1	86.84958353748162	48.0	228.9548260656541	45.45454545454545	20410.0
Seed-P2S2-a_S26.ITS1.R2	66.04115629593338	47.0	231.00112689857912	45.45454545454545	20410.0
Seed-P2S2-b_S34.ITS1.R1	87.32793127013571	49.0	228.9578736698233	45.45454545454545	20486.0
Seed-P2S2-b_S34.ITS1.R2	64.6490286049009	48.0	231.0001952552963	45.45454545454545	20486.0
Seed-P2S2-c_S42.ITS1.R1	87.64514630747794	49.0	228.95902358466222	45.45454545454545	19377.0
Seed-P2S2-c_S42.ITS1.R2	65.03070650771534	48.0	231.00165144243175	45.45454545454545	19377.0
Seed-P2S3-a_S50.ITS1.R1	87.04023697852382	50.0	228.95670204887682	45.45454545454545	20255.0
Seed-P2S3-a_S50.ITS1.R2	65.42582078499136	48.0	231.00098741051593	45.45454545454545	20255.0
Seed-P2S3-b_S58.ITS1.R1	86.90442089181705	50.0	228.95741430344697	45.45454545454545	20946.0
Seed-P2S3-b_S58.ITS1.R2	65.69750787739903	48.0	231.00171870524204	45.45454545454545	20946.0
Seed-P2S3-c_S66.ITS1.R1	87.48486071861123	50.0	228.95608486969005	45.45454545454545	22293.0
Seed-P2S3-c_S66.ITS1.R2	65.86820975194007	48.0	230.99973085721976	45.45454545454545	22293.0
Seed-P2S4-a_S74.ITS1.R1	89.29714505184995	49.0	228.954807323006	45.45454545454545	23433.0
Seed-P2S4-a_S74.ITS1.R2	68.74066487432253	48.0	231.00196304357104	45.45454545454545	23433.0
Seed-P2S4-b_S82.ITS1.R1	88.3436458829129	49.0	228.95511661113756	45.45454545454545	21010.0
Seed-P2S4-b_S82.ITS1.R2	67.18705378391242	48.0	231.0029985721085	45.45454545454545	21010.0
Seed-P2S4-c_S89.ITS1.R1	88.55531453362256	49.0	228.95657266811278	45.45454545454545	23050.0
Seed-P2S4-c_S89.ITS1.R2	67.33188720173536	48.0	231.00268980477225	54.54545454545454	23050.0
Seed-P3S1-a_S3.ITS1.R1	87.96186524402292	48.0	228.96161825726142	45.45454545454545	20244.0
Seed-P3S1-a_S3.ITS1.R2	65.34281762497531	47.0	231.0003457814661	45.45454545454545	20244.0
Seed-P3S1-b_S11.ITS1.R1	87.38067376978506	48.0	228.9563342982078	45.45454545454545	16237.0
Seed-P3S1-b_S11.ITS1.R2	68.5840980476689	48.0	230.9995072981462	45.45454545454545	16237.0
Seed-P3S1-c_S19.ITS1.R1	87.41601125058597	48.0	228.95770613052764	45.45454545454545	19199.0
Seed-P3S1-c_S19.ITS1.R2	67.42538673889266	47.0	230.99953122558466	45.45454545454545	19199.0
Seed-P3S2-a_S27.ITS1.R1	87.2832742507251	48.0	228.95862068965516	45.45454545454545	15515.0
Seed-P3S2-a_S27.ITS1.R2	66.51627457299388	47.0	230.99954882371898	45.45454545454545	15515.0
Seed-P3S2-b_S35.ITS1.R1	87.7037037037037	48.0	228.95868945868946	45.45454545454545	17550.0
Seed-P3S2-b_S35.ITS1.R2	67.46438746438747	47.0	230.99988603988604	45.45454545454545	17550.0
Seed-P3S2-c_S43.ITS1.R1	87.34718491310784	48.0	228.9578422235623	45.45454545454545	18241.0
Seed-P3S2-c_S43.ITS1.R2	66.37793980593169	47.0	230.99978071377666	45.45454545454545	18241.0
Seed-P3S3-a_S51.ITS1.R1	88.37373737373737	48.0	228.95626262626263	45.45454545454545	19800.0
Seed-P3S3-a_S51.ITS1.R2	68.42929292929293	48.0	230.99984848484848	45.45454545454545	19800.0
Seed-P3S3-b_S59.ITS1.R1	88.51054852320675	48.0	228.9564135021097	45.45454545454545	23700.0
Seed-P3S3-b_S59.ITS1.R2	67.77215189873418	48.0	231.00012658227848	45.45454545454545	23700.0
Seed-P3S3-c_S67.ITS1.R1	88.36721670161364	48.0	228.95938554107028	45.45454545454545	21938.0
Seed-P3S3-c_S67.ITS1.R2	68.10101194274775	48.0	231.0003190810466	45.45454545454545	21938.0
Seed-P3S4-a_S75.ITS1.R1	86.5505476746274	48.0	228.95768240857126	45.45454545454545	16707.0
Seed-P3S4-a_S75.ITS1.R2	67.34901538277369	48.0	231.0006584066559	45.45454545454545	16707.0
Seed-P3S4-b_S83.ITS1.R1	87.17542905188189	48.0	228.95766358375786	45.45454545454545	20219.0
Seed-P3S4-b_S83.ITS1.R2	66.28913398288739	47.0	230.99920866511698	45.45454545454545	20219.0
Seed-P3S4-c_S90.ITS1.R1	87.40773480662983	48.0	228.9561546961326	45.45454545454545	22625.0
Seed-P3S4-c_S90.ITS1.R2	65.53812154696132	47.0	231.00083977900553	45.45454545454545	22625.0
