	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-a_S190.ITS1.R1	36.44381678350235	36.658408766079084	37.13047029197577	37.25644864901654	37.364118968216154	36.714013475804805	37.29735248077316	36.681004559994555	36.32450826924386	36.63246443884843	36.38493160008167	35.856993125978356	36.223888926699786	35.993997141495946	34.78602055400531	36.48109984346287	34.811311508881786	33.13215817055741	33.2946981555843	33.2594024365344	33.53492139113864	32.4187708432587	33.664888041924726	32.78293064724699	33.14091063771864	33.932444020962365	33.73821547675764	34.05925270536991	33.28752467161233	33.847641734159126	33.683223303613964	33.73455386918941	33.82603961069897	31.950003402981007	32.70762948342748	33.47008779691009	32.922180630232084	32.292520247737016	31.91759341182876	32.36049819642006	32.41293132784319	33.370040155175936	32.49145851766147	31.729939426938	31.43283196079766	30.82254134621929	31.212754372830595	31.740828966174366	31.514040699652895	32.34884638943714	30.81540869801946	30.016089294221736	28.523202746335794	20.719354838709677
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.ITS1.R2	32.64214251684476	32.03995099707343	35.09786973388689	35.55141904308174	32.04975158238617	34.837337507656706	35.87783298169196	35.32716259443272	35.36452732593752	34.525869461648405	35.708949840059894	34.371551078744986	34.13002109848227	33.17749948955285	32.83370312393657	33.98467297352481	31.799414687266044	32.43351255699993	30.760225957939156	30.90976655550262	30.870822840808547	30.733532974885996	31.923079017219084	31.490097325256926	31.75863336282584	30.67297352480773	30.31385013271626	30.430123187912614	32.772571973048386	30.886422105764648	31.13656843394814	29.33694956782141	31.507860886136257	29.655536650105496	30.726318655141903	31.121459198257675	30.63769141768189	31.278540801742327	30.876771251616418	31.395630572381407	30.80262710134077	30.252977608384946	30.686449329612742	28.971632750289253	29.89211189001565	30.43502348056898	30.01049479343905	27.99078472742122	27.23371673586061	27.42646158034438	26.980997754032536	27.062437895596542	25.918301231879127	18.237574978827
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-b_S197.ITS1.R1	36.47146854848522	36.81439347852537	37.198381798272294	37.4145881494099	37.443849616741694	36.7932230198321	37.43746197834287	36.70878452366468	36.43143934785254	36.81646185667356	36.5938800340674	35.9848886725879	36.38733422557489	36.137814819321086	35.11423530843168	36.72209514539482	34.96907166321937	33.10805450784766	33.291835989779784	33.47723567343959	33.48237011801922	32.19620391775155	33.76009246867015	32.98101958875776	33.347378026523906	34.0572575739141	33.86096848765057	34.261004988441414	33.752196130916175	34.156989901447865	33.910439226183236	34.03470008516852	33.94374011436914	32.15060226304904	32.4027253923835	33.27210122885996	32.788404915439834	32.51035405767125	31.958011923591677	32.06644360627814	32.60289572940747	33.37062903029566	32.68735855943545	31.701861540333375	31.854775520136275	31.057318408565514	31.669546173500425	31.999501155858376	31.72809344202458	32.103333738897675	30.863268037474143	30.441343229103296	28.60026365269646	19.604938271604937
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.ITS1.R2	33.11096240418542	32.58547268524151	35.39530356491057	35.550066918116556	32.478038690838304	34.95692906679645	36.04562598856309	35.05736707628665	35.53023482175447	34.69561990509794	36.12960214137972	34.348473050249424	34.27852536804964	33.40485460518311	33.230210487893906	34.27049519406255	32.58204161090156	32.919698260128975	31.240029200632684	31.13012531938192	31.550736099282148	31.34015086993552	32.433471225209885	31.94820537778319	32.11659569290668	31.065458084925172	31.061698503467575	30.871553716997205	33.29066796447257	31.187808735855942	31.285241513566127	29.54182990631464	31.908942693758366	30.076383988319755	31.26194184207325	31.347037352475972	31.26279352719309	31.962963864217055	31.488112909113035	31.411704586932718	31.130794500547513	30.619029078963376	31.11518432899379	29.3868840491544	30.238654337510646	30.45229346635844	30.31141258060591	28.56604209757878	27.561236160116806	27.673536926633414	27.492030660664312	27.49941598734639	26.605706290302955	18.88258738456307
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-c_S204.ITS1.R1	36.48101468624833	36.776608811749	37.17158878504673	37.38910547396529	37.43407209612817	36.75626168224299	37.424138851802404	36.7935914552737	36.38510013351135	36.7928865153538	36.45906542056075	35.98372229639519	36.34392523364487	36.114627503337786	34.9564432576769	36.666082777036046	35.01406675567423	33.09417356475301	33.191391188251	33.51741522029373	33.39042990654205	32.50441655540721	33.48337516688919	32.99693457943925	33.127946595460614	34.040576769025364	33.90935113484646	34.30864619492657	33.8653564753004	34.444699599465956	33.96484913217624	34.093714285714285	33.96989052069426	32.50644592790387	32.65616021361816	33.548069425901204	32.98383978638184	32.494419225634175	31.482744993324435	32.090082777036045	32.67738317757009	33.621468624833106	33.17748464619493	31.682456608811755	31.866456608811745	31.11045126835781	31.497933244325765	31.772945260347125	31.512064085447264	32.23167957276369	31.20858744993324	30.238397863818427	28.71483534856131	19.635135135135137
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-c_S204.ITS1.R2	32.870921228304404	32.18162883845127	35.2509479305741	35.55690253671562	32.05463284379172	34.86750333778371	35.91049399198932	35.1490520694259	35.37420560747663	34.58547396528705	35.979770360480636	34.4	34.23072897196262	33.32793591455273	32.88178371161549	34.147524699599465	32.25081975967957	32.82833644859814	31.128801068090787	31.214963951935914	31.353057409879842	31.064971962616823	32.00110013351134	31.818403204272364	31.906168224299062	31.054750333778365	30.743423230974635	30.85105473965287	33.11548197596796	30.975465954606143	31.08429372496662	29.29031775700934	31.66827236315087	29.907428571428575	31.067044058744994	31.167978638184245	30.96264886515354	31.564955941255004	31.05581842456609	31.44997596795728	30.82260080106809	30.311060080106806	31.010040053404538	29.50561281708945	30.13996261682243	30.387332443257673	30.242413885180234	28.73728170894526	27.988443257676902	27.68451802403204	27.99699866488652	27.592032042723634	26.371738317757014	18.94425934684317
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
