Group 1,Group 2,H,p-value,q-value
Germ (n=75),Seed (n=92),5.2184265010351965,0.022348764320494992,0.022348764320494992
Germ (n=75),Soil (n=68),81.47531045751634,1.77464804120788e-19,2.6619720618118203e-19
Seed (n=92),Soil (n=68),105.1632341027148,1.124776149970046e-24,3.3743284499101384e-24
