Group 1,Group 2,H,p-value,q-value
NA (n=13),hemp (n=60),0.029937629937620613,0.8626318238173528,0.9366399912999402
NA (n=13),oIlseed_rape (n=60),1.759667359667361,0.1846660116136554,0.3693320232273108
NA (n=13),tobacco (n=102),0.00631923857071115,0.9366399912999402,0.9366399912999402
hemp (n=60),oIlseed_rape (n=60),10.657961432506852,0.0010959812157559851,0.006575887294535911
hemp (n=60),tobacco (n=102),0.7279682425117358,0.39354255393893645,0.5903138309084047
oIlseed_rape (n=60),tobacco (n=102),4.446818236497052,0.034966336997736526,0.10489901099320958
