Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Seed-P3S3-c_S67.16S.R1	87.0946852305842	52.0	232.0	45.45454545454545	21619.0
Seed-P3S3-c_S67.16S.R2	81.43762431194781	53.0	231.00013876682547	45.45454545454545	21619.0
Seed-P3S4-a_S75.16S.R1	87.84458335207087	53.0	231.99995502990512	45.45454545454545	22237.0
Seed-P3S4-a_S75.16S.R2	83.06426226559338	53.0	231.00017988037953	45.45454545454545	22237.0
Seed-P3S4-b_S83.16S.R1	87.74303420218553	53.0	232.0	45.45454545454545	21139.0
Seed-P3S4-b_S83.16S.R2	82.03320876105776	53.0	231.00033114149204	45.45454545454545	21139.0
Seed-P3S4-c_S90.16S.R1	88.32007145177005	53.0	231.9999594024034	45.45454545454545	24632.0
Seed-P3S4-c_S90.16S.R2	82.72572263721987	53.0	231.00048717115948	45.45454545454545	24632.0
Seed-P3S5-a_S4.16S.R1	88.6012779254699	52.0	231.99990672076862	45.45454545454545	21441.0
Seed-P3S5-a_S4.16S.R2	79.94962921505527	53.0	231.00013991884708	45.45454545454545	21441.0
Seed-P3S5-b_S12.16S.R1	89.30455210318692	53.0	231.99995567572358	45.45454545454545	22561.0
Seed-P3S5-b_S12.16S.R2	84.33580071805328	53.0	231.00013297282922	45.45454545454545	22561.0
Seed-P3S5-c_S20.16S.R1	88.68672978262019	53.0	232.0	45.45454545454545	18907.0
Seed-P3S5-c_S20.16S.R2	83.91072089702226	53.0	231.0002115618554	45.45454545454545	18907.0
Seed-P4S1-a_S28.16S.R1	87.79228823620502	52.0	231.99989676353687	45.45454545454545	19373.0
Seed-P4S1-a_S28.16S.R2	82.08847364889279	52.0	231.00015485469467	45.45454545454545	19373.0
Seed-P4S1-b_S36.16S.R1	87.31764022086602	53.0	232.0	45.45454545454545	17205.0
Seed-P4S1-b_S36.16S.R2	81.69718105201976	54.0	231.00005812263876	45.45454545454545	17205.0
