Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Seed-P4S1-c_S44.16S.R1	87.89653742483931	53.0	231.99989633008502	45.45454545454545	19292.0
Seed-P4S1-c_S44.16S.R2	81.84739788513373	54.0	231.00015550487248	45.45454545454545	19292.0
Seed-P4S2-a_S52.16S.R1	87.56152339083481	52.0	231.99995221484207	45.45454545454545	20927.0
Seed-P4S2-a_S52.16S.R2	82.05667319730492	53.0	231.0001433554738	45.45454545454545	20927.0
Seed-P4S2-b_S60.16S.R1	88.52025950817762	52.0	232.0	45.45454545454545	25741.0
Seed-P4S2-b_S60.16S.R2	82.7357134532458	53.0	231.00034963676626	45.45454545454545	25741.0
Seed-P4S2-c_S68.16S.R1	88.47611827141775	52.0	232.0	45.45454545454545	27699.0
Seed-P4S2-c_S68.16S.R2	82.74305931622081	53.0	231.00018051193183	45.45454545454545	27699.0
Seed-P4S3-a_S76.16S.R1	86.7786484263388	53.0	231.9999567080826	45.45454545454545	23099.0
Seed-P4S3-a_S76.16S.R2	80.68314645655656	53.0	231.000216459587	45.45454545454545	23099.0
Seed-P4S3-b_S84.16S.R1	86.26274745050989	53.0	231.999950009998	45.45454545454545	20004.0
Seed-P4S3-b_S84.16S.R2	79.43411317736452	53.0	230.999950009998	45.45454545454545	20004.0
Seed-P4S3-c_S91.16S.R1	86.89997265945397	53.0	232.0	45.45454545454545	25603.0
Seed-P4S3-c_S91.16S.R2	80.81865406397688	53.0	231.0003515213061	45.45454545454545	25603.0
Seed-P4S4-a_S5.16S.R1	87.99608634501314	53.0	231.99981654742248	45.45454545454545	16353.0
Seed-P4S4-a_S5.16S.R2	78.26086956521739	53.0	231.0	45.45454545454545	16353.0
Seed-P4S4-b_S13.16S.R1	88.60445502802996	53.0	232.0	45.45454545454545	20157.0
Seed-P4S4-b_S13.16S.R2	83.13241057697078	54.0	230.9999503894429	45.45454545454545	20157.0
Seed-P4S4-c_S21.16S.R1	88.26020219128777	53.0	230.99343672259567	45.45454545454545	18893.0
Seed-P4S4-c_S21.16S.R2	82.34266659609379	54.0	231.00010585931298	45.45454545454545	18893.0
Seed-P5S1-a_S29.16S.R1	87.13645309424885	53.0	231.99994533129237	45.45454545454545	18292.0
Seed-P5S1-a_S29.16S.R2	81.59304614038925	54.0	230.99994533129237	45.45454545454545	18292.0
Seed-P5S1-b_S37.16S.R1	86.64566574787646	53.0	231.9998874950779	45.45454545454545	17777.0
Seed-P5S1-b_S37.16S.R2	80.46352027901222	54.0	231.00005625246104	45.45454545454545	17777.0
Seed-P5S1-c_S45.16S.R1	86.9573874950219	53.0	231.99990043807247	45.45454545454545	20088.0
Seed-P5S1-c_S45.16S.R2	80.3763440860215	54.0	231.00019912385503	45.45454545454545	20088.0
Seed-P5S2-a_S53.16S.R1	89.68788001621402	54.0	231.9998783948115	45.45454545454545	24670.0
Seed-P5S2-a_S53.16S.R2	85.73165788406972	54.0	231.00004053506282	45.45454545454545	24670.0
Seed-P5S2-b_S61.16S.R1	89.1792401381567	54.0	231.999909107435	45.45454545454545	22004.0
Seed-P5S2-b_S61.16S.R2	84.10289038356663	54.0	231.0	45.45454545454545	22004.0
Seed-P5S2-c_S69.16S.R1	89.20504782573748	54.0	232.0	45.45454545454545	24882.0
Seed-P5S2-c_S69.16S.R2	84.40237922996543	54.0	231.00004018969537	45.45454545454545	24882.0
Seed-P6S1-a_S77.16S.R1	88.29699978415714	51.0	230.99486293977984	45.45454545454545	23165.0
Seed-P6S1-a_S77.16S.R2	83.14698899201382	52.0	231.00025901143968	45.45454545454545	23165.0
Seed-P6S1-b_S85.16S.R1	88.61263536153062	52.0	231.99995143980965	45.45454545454545	20593.0
Seed-P6S1-b_S85.16S.R2	82.88253289952897	52.0	231.00029136114213	45.45454545454545	20593.0
Seed-P6S1-c_S92.16S.R1	89.1394474795614	52.0	231.99984501530474	45.45454545454545	25809.0
Seed-P6S1-c_S92.16S.R2	83.09891898175056	52.0	231.0003099693905	45.45454545454545	25809.0
Seed-P6S2-a_S6.16S.R1	88.10506188990641	51.0	232.0	45.45454545454545	19874.0
Seed-P6S2-a_S6.16S.R2	77.77498238905102	51.0	231.00010063399415	45.45454545454545	19874.0
Seed-P6S2-b_S14.16S.R1	87.34658094681473	51.0	231.99990259107733	45.45454545454545	20532.0
Seed-P6S2-b_S14.16S.R2	81.32670952659264	51.0	231.00009740892267	45.45454545454545	20532.0
Seed-P6S2-c_S22.16S.R1	87.18237980123556	51.0	231.99989255976362	45.45454545454545	18615.0
Seed-P6S2-c_S22.16S.R2	80.81654579640076	51.0	231.0	45.45454545454545	18615.0
Seed-P6S3-a_S30.16S.R1	87.07501062473438	51.0	231.9998406289843	45.45454545454545	18824.0
Seed-P6S3-a_S30.16S.R2	81.91670208244794	52.0	231.0000531236719	36.36363636363637	18824.0
Seed-P6S3-b_S38.16S.R1	86.8064607537546	51.0	232.0	45.45454545454545	17645.0
Seed-P6S3-b_S38.16S.R2	80.40238027769907	52.0	231.00017001983565	36.36363636363637	17645.0
Seed-P6S3-c_S46.16S.R1	87.12074303405572	51.0	232.0	45.45454545454545	19380.0
Seed-P6S3-c_S46.16S.R2	80.60887512899896	52.0	231.00010319917442	36.36363636363637	19380.0
Seed-P7S1-a_S54.16S.R1	88.41729638958859	52.0	231.99991603694374	45.45454545454545	23820.0
Seed-P7S1-a_S54.16S.R2	83.727959697733	52.0	231.00004198152814	36.36363636363637	23820.0
Seed-P7S1-b_S62.16S.R1	87.95803400692543	52.0	232.0	45.45454545454545	19349.0
Seed-P7S1-b_S62.16S.R2	82.23680810377797	52.0	231.0002067290299	36.36363636363637	19349.0
Seed-P7S1-c_S70.16S.R1	88.80740477038091	52.0	231.9999288002848	45.45454545454545	28090.0
Seed-P7S1-c_S70.16S.R2	83.36774652901389	52.0	231.0002847988608	36.36363636363637	28090.0
Seed-P7S2-a_S78.16S.R1	87.29547641963427	52.0	231.99995815374314	36.36363636363637	23897.0
Seed-P7S2-a_S78.16S.R2	82.44549525044985	53.0	231.0001673850274	36.36363636363637	23897.0
Seed-P7S2-b_S86.16S.R1	86.15563667142781	52.0	231.99994709834417	36.36363636363637	18903.0
Seed-P7S2-b_S86.16S.R2	80.65915463153996	53.0	231.00010580331164	36.36363636363637	18903.0
Seed-P7S2-c_S93.16S.R1	87.55666775468755	52.0	231.999963732637	36.36363636363637	27573.0
Seed-P7S2-c_S93.16S.R2	81.3984695172814	53.0	231.000326406267	36.36363636363637	27573.0
Seed-P7S3-a_S7.16S.R1	89.54156672851518	52.0	231.999954744988	45.45454545454545	22097.0
Seed-P7S3-a_S7.16S.R2	78.95189392225188	52.0	231.000090510024	36.36363636363637	22097.0
Seed-P7S3-b_S15.16S.R1	88.1896551724138	52.0	231.99994929006084	45.45454545454545	19720.0
Seed-P7S3-b_S15.16S.R2	82.39858012170386	52.0	230.99994929006084	36.36363636363637	19720.0
Seed-P7S3-c_S23.16S.R1	87.95008912655972	52.0	231.99857397504456	45.45454545454545	16830.0
Seed-P7S3-c_S23.16S.R2	82.174688057041	53.0	231.00017825311943	36.36363636363637	16830.0
Seed-P7S4-a_S31.16S.R1	87.72271714922049	52.0	232.0	45.45454545454545	17960.0
Seed-P7S4-a_S31.16S.R2	81.84855233853007	53.0	231.0001113585746	36.36363636363637	17960.0
Seed-P7S4-b_S39.16S.R1	87.54580819755314	52.0	232.0	45.45454545454545	17737.0
Seed-P7S4-b_S39.16S.R2	81.07910018605176	53.0	231.00022551728026	36.36363636363637	17737.0
Seed-P7S4-c_S47.16S.R1	87.39935166788665	52.0	231.99994771515216	45.45454545454545	19126.0
Seed-P7S4-c_S47.16S.R2	81.30816689323434	53.0	230.9998954303043	36.36363636363637	19126.0
Seed-PBS-a_S55.16S.R1	91.87876523607154	52.0	231.99981319759024	45.45454545454545	21413.0
Seed-PBS-a_S55.16S.R2	88.58170270396488	52.0	231.00018680240976	45.45454545454545	21413.0
Seed-PBS-b_S63.16S.R1	91.50969401819351	52.0	230.98860608288155	45.45454545454545	21766.0
Seed-PBS-b_S63.16S.R2	87.83423688321236	52.0	231.00009188642838	45.45454545454545	21766.0
Seed-PBS-c_S71.16S.R1	91.8764610681532	52.0	230.98885092609243	45.45454545454545	22244.0
Seed-PBS-c_S71.16S.R2	88.19456932206438	52.0	231.00004495594317	45.45454545454545	22244.0
Seed-Pram-120-a_S32.16S.R1	89.64426534945189	53.0	231.99987001169896	45.45454545454545	23079.0
Seed-Pram-120-a_S32.16S.R2	85.8832705056545	54.0	231.00021664716843	45.45454545454545	23079.0
Seed-Pram-120-b_S40.16S.R1	88.98341333586806	53.0	231.99995247374173	45.45454545454545	21041.0
Seed-Pram-120-b_S40.16S.R2	84.88189724822965	54.0	231.00004752625827	45.45454545454545	21041.0
Seed-Pram-120-c_S48.16S.R1	89.0579340414676	53.0	231.99995361565936	45.45454545454545	21559.0
Seed-Pram-120-c_S48.16S.R2	84.66069854817013	54.0	231.0001855373626	45.45454545454545	21559.0
Seed-Pram-120-d-a_S56.16S.R1	92.82983202302702	52.0	231.9978519568673	45.45454545454545	23277.0
Seed-Pram-120-d-a_S56.16S.R2	90.51853761223525	52.0	231.0	45.45454545454545	23277.0
Seed-Pram-120-d-b_S64.16S.R1	92.89638628801362	52.0	232.0	36.36363636363637	25846.0
Seed-Pram-120-d-b_S64.16S.R2	90.22285846939565	53.0	231.00007738141298	45.45454545454545	25846.0
Seed-Pram-120-d-c_S72.16S.R1	92.555190230155	52.0	231.9999608579928	36.36363636363637	25548.0
Seed-Pram-120-d-c_S72.16S.R2	90.20666979802725	52.0	231.0000782840144	45.45454545454545	25548.0
Soil-Control-a_S154.16S.R1	90.73605750033275	53.0	232.0	36.36363636363637	22539.0
Soil-Control-a_S154.16S.R2	86.56107191978349	53.0	231.00031057278494	36.36363636363637	22539.0
Soil-Mock-a_S136.16S.R1	92.04241247178626	55.0	231.9999475093171	45.45454545454545	19051.0
Soil-Mock-a_S136.16S.R2	89.37063671198362	55.0	231.0	36.36363636363637	19051.0
Soil-P2S1-a_S95.16S.R1	72.659706246682	55.0	231.99991152008494	36.36363636363637	22604.0
Soil-P2S1-a_S95.16S.R2	56.31304193947974	55.0	231.00004423995753	36.36363636363637	22604.0
Soil-P2S1-b_S101.16S.R1	70.43958722678151	55.0	231.99991874542943	36.36363636363637	24614.0
Soil-P2S1-b_S101.16S.R2	58.657674494190296	55.0	231.00032501828227	36.36363636363637	24614.0
Soil-P2S1-c_S107.16S.R1	76.01088800347154	55.0	231.99992110142412	45.45454545454545	25349.0
Soil-P2S1-c_S107.16S.R2	67.40699830368062	55.0	231.00007889857588	45.45454545454545	25349.0
Soil-P2S2-a_S113.16S.R1	72.14408501328333	54.0	231.99996093139552	36.36363636363637	25596.0
Soil-P2S2-a_S113.16S.R2	59.55227379278012	55.0	231.00007813720893	36.36363636363637	25596.0
Soil-P2S2-b_S119.16S.R1	70.57088582283544	54.0	231.999950009998	36.36363636363637	20004.0
Soil-P2S2-b_S119.16S.R2	57.3135372925415	54.0	231.00029994001198	36.36363636363637	20004.0
Soil-P2S2-c_S125.16S.R1	70.83016717325228	54.0	231.99995250759878	36.36363636363637	21056.0
Soil-P2S2-c_S125.16S.R2	57.82199848024316	54.0	231.00004749240122	36.36363636363637	21056.0
Soil-P2S3-a_S131.16S.R1	71.38430128695906	54.0	232.0	36.36363636363637	27429.0
Soil-P2S3-a_S131.16S.R2	60.45790951183054	55.0	231.00003645776368	36.36363636363637	27429.0
Soil-P2S3-b_S137.16S.R1	70.67816229593262	55.0	231.9999600846206	36.36363636363637	25053.0
Soil-P2S3-b_S137.16S.R2	58.88715922244841	55.0	231.00027940765577	36.36363636363637	25053.0
Soil-P2S3-c_S143.16S.R1	71.26969416126043	55.0	232.0	36.36363636363637	23738.0
Soil-P2S3-c_S143.16S.R2	59.777571825764596	55.0	231.0000842530963	36.36363636363637	23738.0
Soil-P2S4-a_S149.16S.R1	72.13853681087953	54.0	231.9999614747467	36.36363636363637	25957.0
Soil-P2S4-a_S149.16S.R2	60.29972647070154	54.0	231.0001541010132	36.36363636363637	25957.0
Soil-P2S4-b_S155.16S.R1	69.65910971371835	55.0	231.99995862981962	36.36363636363637	24172.0
Soil-P2S4-b_S155.16S.R2	57.6121131888135	55.0	231.00024822108224	36.36363636363637	24172.0
Soil-P2S4-c_S160.16S.R1	72.15549528606483	54.0	231.99990313831847	36.36363636363637	30972.0
Soil-P2S4-c_S160.16S.R2	59.69908304274829	55.0	231.00029058504455	36.36363636363637	30972.0
Soil-P3S1-a_S96.16S.R1	75.9210690645685	55.0	231.99970858831855	36.36363636363637	24021.0
Soil-P3S1-a_S96.16S.R2	61.795928562507804	55.0	231.00016652096082	36.36363636363637	24021.0
Soil-P3S1-b_S102.16S.R1	77.26722638227062	55.0	232.0	36.36363636363637	26442.0
Soil-P3S1-b_S102.16S.R2	67.21503668406324	55.0	231.00003781862188	36.36363636363637	26442.0
Soil-P3S1-c_S108.16S.R1	76.55996758508914	55.0	232.0	36.36363636363637	24680.0
Soil-P3S1-c_S108.16S.R2	66.26823338735818	55.0	231.0001215559157	36.36363636363637	24680.0
Soil-P3S2-a_S114.16S.R1	76.62044913235795	55.0	231.9999574685267	45.45454545454545	23512.0
Soil-P3S2-a_S114.16S.R2	65.98332766247023	55.0	231.00012759441987	36.36363636363637	23512.0
Soil-P3S2-b_S120.16S.R1	76.44728153202729	55.0	231.9999119524543	36.36363636363637	22715.0
Soil-P3S2-b_S120.16S.R2	65.02751485802332	55.0	231.00013207131852	36.36363636363637	22715.0
Soil-P3S2-c_S126.16S.R1	76.46975559120506	55.0	232.0	36.36363636363637	21194.0
Soil-P3S2-c_S126.16S.R2	65.30621874115315	55.0	231.0	36.36363636363637	21194.0
Soil-P3S3-a_S132.16S.R1	76.51697789400563	55.0	231.99991827728516	36.36363636363637	24473.0
Soil-P3S3-a_S132.16S.R2	66.54272054917664	55.0	231.0002451681445	36.36363636363637	24473.0
Soil-P3S3-b_S138.16S.R1	76.09691042453878	55.0	231.99986663703046	36.36363636363637	22495.0
Soil-P3S3-b_S138.16S.R2	64.36096910424538	55.0	231.00013336296954	36.36363636363637	22495.0
Soil-P3S3-c_S144.16S.R1	76.76029242016159	54.0	231.99996152366296	45.45454545454545	25990.0
Soil-P3S3-c_S144.16S.R2	66.34859561369757	55.0	231.00011542901115	36.36363636363637	25990.0
Soil-P3S4-a_S150.16S.R1	75.07033936572996	55.0	231.9999305290215	45.45454545454545	28789.0
Soil-P3S4-a_S150.16S.R2	64.91020876029039	56.0	231.00041682587099	36.36363636363637	28789.0
Soil-P3S4-b_S156.16S.R1	76.19775739041793	55.0	231.9998431741551	36.36363636363637	25506.0
Soil-P3S4-b_S156.16S.R2	65.53359993726966	55.0	231.0	36.36363636363637	25506.0
Soil-P3S4-c_S161.16S.R1	75.77501534683856	55.0	231.99992326580724	36.36363636363637	26064.0
Soil-P3S4-c_S161.16S.R2	64.66774094536525	55.0	231.0	36.36363636363637	26064.0
Soil-P3S5-a_S97.16S.R1	76.21022524133	55.0	231.99992849481586	36.36363636363637	27970.0
Soil-P3S5-a_S97.16S.R2	62.12727922774401	55.0	231.0001787629603	36.36363636363637	27970.0
Soil-P3S5-b_S103.16S.R1	75.44888831269851	55.0	232.0	36.36363636363637	30854.0
Soil-P3S5-b_S103.16S.R2	65.68030077137486	56.0	231.00029169637648	36.36363636363637	30854.0
Soil-P3S5-c_S109.16S.R1	75.02590673575129	55.0	231.9998889711325	36.36363636363637	27020.0
Soil-P3S5-c_S109.16S.R2	64.99629903774982	56.0	231.000074019245	36.36363636363637	27020.0
Soil-P4S1-a_S115.16S.R1	74.98043308113749	55.0	231.99981364839178	36.36363636363637	26831.0
Soil-P4S1-a_S115.16S.R2	65.17088442473258	55.0	231.00018635160822	36.36363636363637	26831.0
Soil-P4S1-b_S121.16S.R1	76.85347088651862	54.0	232.0	36.36363636363637	22876.0
Soil-P4S1-b_S121.16S.R2	65.19933554817277	55.0	231.00008742787202	36.36363636363637	22876.0
Soil-P4S1-c_S127.16S.R1	74.55476945596487	55.0	231.99985362283485	36.36363636363637	20495.0
Soil-P4S1-c_S127.16S.R2	63.04464503537448	55.0	231.0	36.36363636363637	20495.0
Soil-P4S2-a_S133.16S.R1	75.93947709429072	55.0	232.0	36.36363636363637	26238.0
Soil-P4S2-a_S133.16S.R2	64.8829941306502	55.0	231.00003811266103	36.36363636363637	26238.0
Soil-P4S2-b_S139.16S.R1	74.43718228031953	55.0	231.99996177808356	36.36363636363637	26163.0
Soil-P4S2-b_S139.16S.R2	63.34135993578718	55.0	231.0	36.36363636363637	26163.0
Soil-P4S2-c_S145.16S.R1	74.37505970767124	55.0	232.0	36.36363636363637	31403.0
Soil-P4S2-c_S145.16S.R2	63.38247938095086	55.0	231.00012737636533	36.36363636363637	31403.0
Soil-P4S3-a_S151.16S.R1	76.62073716844644	55.0	231.99993110575267	45.45454545454545	29030.0
Soil-P4S3-a_S151.16S.R2	65.96968653117464	56.0	231.000103341371	36.36363636363637	29030.0
Soil-P4S3-b_S157.16S.R1	76.39825941155335	55.0	231.99996007824663	45.45454545454545	25049.0
Soil-P4S3-b_S157.16S.R2	65.3479180805621	56.0	231.00015968701345	36.36363636363637	25049.0
Soil-P4S3-c_S162.16S.R1	77.24681539869097	56.0	232.0	45.45454545454545	28418.0
Soil-P4S3-c_S162.16S.R2	65.69779717080723	56.0	231.00014075585895	36.36363636363637	28418.0
Soil-P4S4-a_S98.16S.R1	74.56480488408548	55.0	231.99987624783435	36.36363636363637	24242.0
Soil-P4S4-a_S98.16S.R2	58.130517284052466	55.0	231.00024750433133	36.36363636363637	24242.0
Soil-P4S4-b_S104.16S.R1	73.03134479271992	55.0	232.0	36.36363636363637	24725.0
Soil-P4S4-b_S104.16S.R2	62.07077856420627	55.0	230.99991911021235	36.36363636363637	24725.0
Soil-P4S4-c_S110.16S.R1	72.5338579795022	55.0	231.99990849194728	36.36363636363637	21856.0
Soil-P4S4-c_S110.16S.R2	60.926061493411424	55.0	231.00004575402636	36.36363636363637	21856.0
Soil-P5S1-a_S116.16S.R1	77.04326394084768	54.0	231.99995598785264	45.45454545454545	22721.0
Soil-P5S1-a_S116.16S.R2	65.52088376391885	55.0	231.0000880242947	36.36363636363637	22721.0
Soil-P5S1-b_S122.16S.R1	76.31460065052403	54.0	231.9999548247199	45.45454545454545	22136.0
Soil-P5S1-b_S122.16S.R2	64.17148536320926	55.0	231.00009035056019	36.36363636363637	22136.0
Soil-P5S1-c_S128.16S.R1	76.10213164675568	55.0	231.99995315062074	45.45454545454545	21345.0
Soil-P5S1-c_S128.16S.R2	63.54649800890138	55.0	230.99971890372453	36.36363636363637	21345.0
Soil-P5S2-a_S134.16S.R1	77.08459425485358	54.0	232.0	45.45454545454545	21479.0
Soil-P5S2-a_S134.16S.R2	66.04590530285395	55.0	231.0002793426137	36.36363636363637	21479.0
Soil-P5S2-b_S140.16S.R1	76.63150436904668	55.0	231.99988191765723	45.45454545454545	25406.0
Soil-P5S2-b_S140.16S.R2	64.79178146894435	55.0	231.00015744312367	36.36363636363637	25406.0
Soil-P5S2-c_S146.16S.R1	77.59847036328873	54.0	232.0	45.45454545454545	26150.0
Soil-P5S2-c_S146.16S.R2	66.06500956022944	55.0	231.00026768642448	36.36363636363637	26150.0
Soil-P6S1-a_S152.16S.R1	73.44976525821596	55.0	231.99996244131455	36.36363636363637	26625.0
Soil-P6S1-a_S152.16S.R2	61.61502347417841	55.0	231.0000751173709	36.36363636363637	26625.0
Soil-P6S1-b_S158.16S.R1	74.96808238999064	55.0	231.99995744318664	36.36363636363637	23498.0
Soil-P6S1-b_S158.16S.R2	62.52021448633926	55.0	231.00025534088007	36.36363636363637	23498.0
Soil-P6S1-c_S163.16S.R1	74.5108231537519	55.0	231.99899751234545	36.36363636363637	26933.0
Soil-P6S1-c_S163.16S.R2	61.78665577544277	55.0	231.00014851668956	36.36363636363637	26933.0
Soil-P6S2-a_S99.16S.R1	76.379629994872	55.0	231.9999605538243	45.45454545454545	25351.0
Soil-P6S2-a_S99.16S.R2	60.431541162084336	55.0	231.00015778470276	36.36363636363637	25351.0
Soil-P6S2-b_S105.16S.R1	76.38318670576734	55.0	231.99996089931574	45.45454545454545	25575.0
Soil-P6S2-b_S105.16S.R2	64.7585532746823	55.0	231.00015640273705	36.36363636363637	25575.0
Soil-P6S2-c_S111.16S.R1	75.01180058821393	55.0	231.9999636904978	45.45454545454545	27541.0
Soil-P6S2-c_S111.16S.R2	64.035438074144	55.0	231.00032678551977	36.36363636363637	27541.0
Soil-P6S3-a_S117.16S.R1	78.09860538204674	54.0	231.99996071498722	45.45454545454545	25455.0
Soil-P6S3-a_S117.16S.R2	67.68414849734826	54.0	231.00027499508937	36.36363636363637	25455.0
Soil-P6S3-b_S123.16S.R1	76.26369249153555	54.0	231.99996016729736	36.36363636363637	25105.0
Soil-P6S3-b_S123.16S.R2	66.14220274845648	55.0	230.99996016729736	36.36363636363637	25105.0
Soil-P6S3-c_S129.16S.R1	77.62102351313969	54.0	231.99996048211815	45.45454545454545	25305.0
Soil-P6S3-c_S129.16S.R2	65.74590001975895	54.0	231.0000790357637	36.36363636363637	25305.0
Soil-P7S1-a_S135.16S.R1	73.213794998626	55.0	231.99996564990383	36.36363636363637	29112.0
Soil-P7S1-a_S135.16S.R2	63.949574058807364	55.0	231.00006870019237	36.36363636363637	29112.0
Soil-P7S1-b_S141.16S.R1	72.48798741336054	55.0	231.99982991027767	36.36363636363637	23517.0
Soil-P7S1-b_S141.16S.R2	61.980694816515715	55.0	231.00034017944466	36.36363636363637	23517.0
Soil-P7S1-c_S147.16S.R1	72.36949212528756	55.0	232.0	36.36363636363637	28255.0
Soil-P7S1-c_S147.16S.R2	62.66147584498319	55.0	231.0004600955583	36.36363636363637	28255.0
Soil-P7S2-a_S153.16S.R1	74.94690757016369	55.0	231.99986931094193	45.45454545454545	30607.0
Soil-P7S2-a_S153.16S.R2	65.03740974286927	55.0	231.0002613781161	36.36363636363637	30607.0
Soil-P7S2-b_S159.16S.R1	74.3733617300131	54.0	231.99991808650066	45.45454545454545	24416.0
Soil-P7S2-b_S159.16S.R2	63.663171690694625	55.0	231.0001638269987	36.36363636363637	24416.0
Soil-P7S2-c_S164.16S.R1	74.57359954732843	55.0	232.0	36.36363636363637	24742.0
Soil-P7S2-c_S164.16S.R2	62.81222213240644	55.0	231.00024250262712	36.36363636363637	24742.0
Soil-P7S3-a_S100.16S.R1	74.72460469086623	54.0	231.99995935124588	36.36363636363637	24601.0
Soil-P7S3-a_S100.16S.R2	58.23747002154384	55.0	231.00016259501646	36.36363636363637	24601.0
Soil-P7S3-b_S106.16S.R1	74.39511392999765	54.0	231.99996084879805	36.36363636363637	25542.0
Soil-P7S3-b_S106.16S.R2	62.85725471771983	54.0	230.99886461514367	36.36363636363637	25542.0
Soil-P7S3-c_S112.16S.R1	73.93343419062028	55.0	231.9998865355522	36.36363636363637	26440.0
Soil-P7S3-c_S112.16S.R2	62.473524962178516	55.0	230.99992435703479	36.36363636363637	26440.0
Soil-P7S4-a_S118.16S.R1	74.46426433616665	54.0	232.0	36.36363636363637	25059.0
Soil-P7S4-a_S118.16S.R2	61.85003391994892	54.0	231.0001197174668	36.36363636363637	25059.0
Soil-P7S4-b_S124.16S.R1	72.58380843785633	54.0	232.0	36.36363636363637	21925.0
Soil-P7S4-b_S124.16S.R2	60.85290763968073	54.0	231.00031927023946	36.36363636363637	21925.0
Soil-P7S4-c_S130.16S.R1	71.82244279018472	54.0	232.0	36.36363636363637	21762.0
Soil-P7S4-c_S130.16S.R2	59.95312930796802	55.0	231.0000919033177	36.36363636363637	21762.0
