	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.16S.R1	37.69561470215463	37.415006337135615	36.09992395437262	34.36441064638783	34.882078580481625	35.48562737642585	36.91716096324461	36.72294043092522	36.14032953105196	36.35053992395437	37.41657794676806	35.43724207858048	36.53659822560203	36.75387579214195	37.303614702154626	37.16699619771863	34.66551077313055	36.62122179974652	35.985743979721164	36.26699112801013	36.23124968314322	35.93528010139417	36.467021546261094	36.08628643852978	36.91966539923955	36.49142712294043	35.69602027883396	36.08828390367553	35.95403802281369	36.27018504435995	36.110692015209125	36.0595082382763	35.604065906210394	36.203183776932825	35.42414195183777	36.156481622306714	35.88260583016476	35.34746768060837	35.99263878326996	35.297460076045624	35.29370849176173	35.161784537389096	35.136344740177435	35.39487959442332	35.422752851711024	34.68796958174905	34.71177693282636	33.37205576679341	34.73791634980988	33.72591128010139	34.35986818757922	33.708846641318125	33.55772877059569	30.763193535941753
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.16S.R2	37.24456273764259	36.89125475285171	36.67594423320659	35.306768060836504	36.709911280101394	37.05434727503169	35.589302915082385	36.44795944233206	35.944233206590624	35.27806337135614	36.298301647655265	36.86086692015209	34.88963244613434	35.83625855513308	35.93748035487959	35.493536121673	35.355700887198985	35.03311533586819	36.310975918884665	35.76624588086185	35.17709505703422	35.94754879594423	35.230032953105194	35.617419518377694	36.19539670468948	36.47493029150824	36.55644106463878	35.80399493029151	35.04367046894804	36.42335107731306	34.87760709759189	35.993338403041825	34.97603041825095	35.45490494296578	35.15882382762991	34.701536121673	35.01065652724968	34.45436755386565	34.49675031685678	34.14881622306717	34.829252217997464	34.44216983523447	34.47699873257288	34.05220785804816	32.0623371356147	34.16365019011407	33.41092647663228	33.48388764956398	30.70036503751774	31.504491989454472	31.897302778341107	31.843865341715674	30.959288176840403	20.063618022338378
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.16S.R1	37.69283926433779	37.4205571879421	36.042278811622595	34.78038959625639	32.95445641527914	34.89813907933399	36.646533899227336	36.587767983458484	36.62977473065622	36.442822940472304	37.48090107737512	35.770377625421695	36.754913483512894	36.97749483077593	37.4286755903798	37.260420067471976	35.21586679725759	36.702481227554685	35.76916965937534	36.22143867667863	36.48519969528785	36.32467080204593	36.771030580041355	36.04645772118838	36.830514745891826	36.57369681140494	36.28322994885188	36.44066819022745	36.26397867014909	36.42649907498095	36.30065295461965	36.3533899227337	35.84583741429971	36.45048427467624	35.72213516160626	36.39510284035259	36.182936119273045	35.985972358254436	36.22494286647078	35.656524104908044	35.60069648492763	35.61545325933181	35.50609424311676	35.8232016541517	35.70081619327457	34.90828164109261	35.1473609750789	33.823571661769506	35.08737621068669	34.12957884427033	34.684514092937206	34.154902600935905	33.90709544020024	31.262660948405525
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.16S.R2	37.14310588747416	36.826259658287086	36.761399499401456	35.754216998585264	36.89465665469583	37.21558385025574	35.66922407226031	36.42469256719991	36.37202089454783	35.24692567199913	36.340896724344326	36.81661769507019	34.840037000761775	35.94587006203069	36.02650995755795	35.559930351507234	35.46730873870932	35.1537708129285	36.35815649145718	35.806137773424744	35.47394711067581	36.16610077266296	35.41915333550985	35.897671128523235	36.288431820655134	36.54577211883774	36.61543149417783	36.09070627924693	35.214179997823486	36.470399390575686	35.29575579497225	36.18132549787789	35.1816846229187	35.869942322341934	35.39690934813364	35.07195559908587	35.4243552073131	35.006268364348685	35.2337795189901	34.74098378496028	35.43385569702905	34.831646533899224	34.83968875829796	34.93787136793993	33.05986505604527	34.789465665469585	33.75306344542388	33.977396887582984	31.27370769398193	32.20558276199804	32.760474480356955	32.56307541625857	31.737240178474263	20.96626100285624
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-c_S204.16S.R1	37.718233651384686	37.430183849197114	36.07912497090994	33.14579939492669	34.55503839888294	35.1670351407959	36.85972771701187	36.7565743542006	36.75133814289039	36.82068885268792	37.4910518966721	35.951815219920874	36.851687223644404	37.03524552013032	37.4281824528741	37.224819641610424	34.96083313939958	36.667977658831745	36.16540609727717	36.431370723760764	36.15271119385618	36.541319525250174	36.940121014661386	36.58194088899232	36.96318361647661	36.676343960902955	36.540097742611124	36.61482429602048	36.29968582732139	36.74276239236677	36.4693739818478	36.570211775657434	35.978112636723296	36.713835233884105	36.00351407959041	36.57469164533395	36.28426809401908	36.41282289969746	36.528857342331854	35.99357691412614	35.979276239236675	35.71795438678147	35.64818478007912	35.98673493134745	35.900721433558296	35.544589248312775	35.60171049569467	34.31364905748197	35.35387479636957	34.20196648824761	34.98045147777519	34.52913660693507	34.45671398650221	32.25992940811419
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-c_S204.16S.R2	37.194670700488714	36.95444496160112	37.05195485222248	36.00058180125669	37.013497789155224	37.1766348615313	35.83901559227368	36.55870374680009	36.509716080986735	35.37146846637189	36.41257854316966	36.83071910635327	34.99261112404003	35.768408191761694	36.163160344426345	35.77810100069816	35.52973004421689	35.28031184547358	36.45310681871073	35.96274144752152	35.3394344891785	35.85174540377007	35.37559925529439	35.80587619269257	36.388317430765646	36.618768908540844	36.625575983244126	36.04126134512451	35.150837793809636	36.41445194321619	35.2339306492902	36.14538049802188	35.07414475215266	35.83259250639982	35.46767512217827	35.167803118454735	35.03614149406563	34.75922736793112	35.62271352106121	35.068920176867586	35.404700954154066	34.91032115429369	35.013521061205495	35.041587153828246	32.942797300442166	34.82564579939493	33.842727484291366	34.27991622061903	31.40710961135676	31.950674889457765	32.83715382825227	32.548184780079126	31.95370025599255	19.702932278333723
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
