Germ_P4S1_Colza_c,9637.0
Seed_P6S1_b,9631.0
Germ_P4S1_Colza_myro_a,9617.0
Germ_P6S1_Colza_c,9615.0
Seed_P2S3_c,9575.0
Germ_P4S1_Chanvre_c,9563.0
Soil_P4S4_c,9555.0
Germ_P2S2_Tabac_c,9527.0
Germ_P3S2_Colza_myro_a,9496.0
Seed_P3S3_a,9473.0
Germ_P6S1_Chanvre_a,9448.0
Seed_P6S2_a,9387.0
Germ_P6S1_GR24_a,9374.0
Germ_P6S1_ACN_a,9341.0
Seed_P1S2_a,9336.0
Seed_Pram_120_c,9314.0
Seed_P3S1_b,9258.0
Germ_P2S2_GR24_c,9251.0
Seed_P6S2_c,9242.0
Seed_Pram_120_b,9228.0
Germ_P6S1_GR24_b,9216.0
Germ_P4S1_Tabac_b,9174.0
Germ_P4S1_Colza_b,9139.0
Germ_P6S1_ACN_b,9082.0
Seed_P2S3_a,9076.0
Seed_P1S2_c,9033.0
Seed_P7S3_a,8987.0
Soil_P7S4_c,8954.0
Seed_P2S2_c,8922.0
Seed_P1S2_b,8881.0
Soil_P2S2_c,8879.0
Soil_P2S2_b,8876.0
Germ_P3S2_Chanvre_c,8863.0
Seed_P7S3_b,8855.0
Germ_P2S2_GR24_a,8846.0
Seed_P3S5_c,8833.0
Germ_P2S2_Colza_c,8781.0
Seed_P3S2_c,8777.0
Soil_P4S1_c,8738.0
Seed_P4S3_b,8734.0
Germ_P3S2_GR24_b,8734.0
Soil_P2S1_a,8721.0
Seed_P5S1_c,8700.0
Seed_P5S2_b,8699.0
Seed_P6S3_a,8695.0
Germ_P6S1_Chanvre_b,8655.0
Seed_P4S1_c,8641.0
Seed_P6S3_c,8614.0
Germ_P3S2_GR24_a,8510.0
Seed_P3S2_b,8424.0
Seed_P4S4_b,8373.0
Seed_P7S4_b,8369.0
Seed_P7S4_c,8343.0
Germ_P3S2_GR24_c,8313.0
Seed_P2S2_b,8293.0
Seed_P3S1_c,8229.0
Seed_P7S2_b,8164.0
Germ_P2S2_Tabac_b,8146.0
Seed_P4S1_a,8080.0
Seed_P4S4_c,8010.0
Seed_P7S1_b,7987.0
Seed_P5S1_b,7982.0
Germ_P3S2_ACN_c,7964.0
Seed_P5S1_a,7952.0
Seed_P4S1_b,7943.0
Seed_P7S4_a,7869.0
Germ_P6S1_ACN_c,7859.0
Seed_P6S3_b,7828.0
Seed_P2S1_c,7746.0
Germ_P6S1_GR24_c,7726.0
Seed_P2S2_a,7722.0
Seed_P3S2_a,7688.0
Soil_Mock_a,7611.0
Seed_P7S3_c,7399.0
Seed_Mock_a,7282.0
Seed_P4S4_a,7170.0
Germ_Mock_a,6356.0
