#SampleID,Category,plot_sample,host,plot,MLG,quantif_DNA,stimulant,buvo_gen_dist,type,elev,genotype
Soil_P7S2_b,Soil,P7S2,hemp,P7,MLG13,41.03,NA,0.532696533203125,NA,NA,G2
Soil_P7S2_c,Soil,P7S2,hemp,P7,MLG13,27.63,NA,0.532696533203125,NA,NA,G2
Soil_P7S3_a,Soil,P7S3,hemp,P7,MLG14,43.97,NA,0.545196533203125,NA,NA,G2
Soil_P7S3_b,Soil,P7S3,hemp,P7,MLG14,44.75,NA,0.545196533203125,NA,NA,G2
Soil_P7S3_c,Soil,P7S3,hemp,P7,MLG14,35.69,NA,0.545196533203125,NA,NA,G2
Soil_P7S4_a,Soil,P7S4,hemp,P7,MLG14,31.78,NA,0.545196533203125,NA,NA,G2
Soil_P7S4_b,Soil,P7S4,hemp,P7,MLG14,50.29,NA,0.545196533203125,NA,NA,G2
Soil_P7S4_c,Soil,P7S4,hemp,P7,MLG14,30.52,NA,0.545196533203125,NA,NA,G2
Germ_Control_a,Germ,Control,NA,NA,NA,17.06,NA,NA,NA,NA,NA
Germ_Control_b,Germ,Control,NA,NA,NA,23.72,NA,NA,NA,NA,NA
Germ_Control_c,Germ,Control,NA,NA,NA,21.02,NA,NA,NA,NA,NA
Germ_Mock_a,Germ,Mock,NA,NA,NA,67.24,NA,NA,NA,NA,NA
Seed_Control_a,Seed,Control,NA,NA,NA,31.61,NA,NA,NA,NA,NA
Seed_H2O_a,Seed,H2O,NA,NA,NA,5.66,NA,NA,NA,NA,NA
Seed_H2O_b,Seed,H2O,NA,NA,NA,35.33,NA,NA,NA,NA,NA
Seed_H2O_c,Seed,H2O,NA,NA,NA,9.45,NA,NA,NA,NA,NA
Seed_Mock_a,Seed,Mock,NA,NA,NA,88.97,NA,NA,NA,NA,NA
Seed_PBS_a,Seed,PBS,NA,NA,NA,22.71,NA,NA,NA,NA,NA
Seed_PBS_b,Seed,PBS,NA,NA,NA,30.16,NA,NA,NA,NA,NA
Seed_PBS_c,Seed,PBS,NA,NA,NA,39.63,NA,NA,NA,NA,NA
Soil_Control_a,Soil,Control,NA,NA,NA,83.15,NA,NA,NA,NA,NA
Soil_Mock_a,Soil,Mock,NA,NA,NA,103.1,NA,NA,NA,NA,NA
Germ_P2S2_ACN_a,Germ,P2S2,oIlseed_rape,P2,MLG17,57.41,ACN,0,Conditioned,Conditioned_ACN,G1
Germ_P2S2_ACN_b,Germ,P2S2,oIlseed_rape,P2,MLG17,40.78,ACN,0,Conditioned,Conditioned_ACN,G1
Germ_P2S2_ACN_c,Germ,P2S2,oIlseed_rape,P2,MLG17,20.1,ACN,0,Conditioned,Conditioned_ACN,G1
Germ_P2S2_Chanvre_a,Germ,P2S2,oIlseed_rape,P2,MLG17,58.4,Hemp,0,Germinated,Germinated_Hemp,G1
Germ_P2S2_Chanvre_b,Germ,P2S2,oIlseed_rape,P2,MLG17,75.37,Hemp,0,Germinated,Germinated_Hemp,G1
Germ_P2S2_Chanvre_c,Germ,P2S2,oIlseed_rape,P2,MLG17,51.24,Hemp,0,Germinated,Germinated_Hemp,G1
Germ_P2S2_Colza_a,Germ,P2S2,oIlseed_rape,P2,MLG17,60.21,Oilseed_rape,0,Germinated,Germinated_Oilseed_rape,G1
Germ_P2S2_Colza_b,Germ,P2S2,oIlseed_rape,P2,MLG17,45.39,Oilseed_rape,0,Germinated,Germinated_Oilseed_rape,G1
Germ_P2S2_Colza_c,Germ,P2S2,oIlseed_rape,P2,MLG17,58.35,Oilseed_rape,0,Germinated,Germinated_Oilseed_rape,G1
Germ_P2S2_Colza_myro_a,Germ,P2S2,oIlseed_rape,P2,MLG17,59.55,Oilseed_rape_myrosinase,0,Germinated,Germinated_Oilseed_rape_myrosinase,G1
Germ_P2S2_Colza_myro_b,Germ,P2S2,oIlseed_rape,P2,MLG17,26.79,Oilseed_rape_myrosinase,0,Germinated,Germinated_Oilseed_rape_myrosinase,G1
Germ_P2S2_Colza_myro_c,Germ,P2S2,oIlseed_rape,P2,MLG17,39.38,Oilseed_rape_myrosinase,0,Germinated,Germinated_Oilseed_rape_myrosinase,G1
Germ_P2S2_GR24_a,Germ,P2S2,oIlseed_rape,P2,MLG17,38.32,GR24,0,Germinated,Germinated_GR24,G1
Germ_P2S2_GR24_b,Germ,P2S2,oIlseed_rape,P2,MLG17,44.17,GR24,0,Germinated,Germinated_GR24,G1
Germ_P2S2_GR24_c,Germ,P2S2,oIlseed_rape,P2,MLG17,26.7,GR24,0,Germinated,Germinated_GR24,G1
Germ_P2S2_Tabac_a,Germ,P2S2,oIlseed_rape,P2,MLG17,48.67,Tobacco,0,Germinated,Germinated_Tobacco,G1
Germ_P2S2_Tabac_b,Germ,P2S2,oIlseed_rape,P2,MLG17,61.2,Tobacco,0,Germinated,Germinated_Tobacco,G1
Germ_P2S2_Tabac_c,Germ,P2S2,oIlseed_rape,P2,MLG17,46.46,Tobacco,0,Germinated,Germinated_Tobacco,G1
Seed_P1S1_a,Seed,P1S1,oIlseed_rape,P1,MLG17,25.28,NA,0,NA,NA,G1
Seed_P1S1_b,Seed,P1S1,oIlseed_rape,P1,MLG17,55.06,NA,0,NA,NA,G1
Seed_P1S1_c,Seed,P1S1,oIlseed_rape,P1,MLG17,32.23,NA,0,NA,NA,G1
Seed_P1S2_a,Seed,P1S2,oIlseed_rape,P1,MLG17,58.78,NA,0,NA,NA,G1
Seed_P1S2_b,Seed,P1S2,oIlseed_rape,P1,MLG17,63.7,NA,0,NA,NA,G1
Seed_P1S2_c,Seed,P1S2,oIlseed_rape,P1,MLG17,50.41,NA,0,NA,NA,G1
Seed_P1S3_a,Seed,P1S3,oIlseed_rape,P1,MLG16,49.82,NA,0,NA,NA,G1
Seed_P1S3_b,Seed,P1S3,oIlseed_rape,P1,MLG16,37.39,NA,0,NA,NA,G1
Seed_P1S3_c,Seed,P1S3,oIlseed_rape,P1,MLG16,42.3,NA,0,NA,NA,G1
Seed_P1S4_a,Seed,P1S4,oIlseed_rape,P1,MLG17,63.78,NA,0,NA,NA,G1
Seed_P1S4_b,Seed,P1S4,oIlseed_rape,P1,MLG17,53.26,NA,0,NA,NA,G1
Seed_P1S4_c,Seed,P1S4,oIlseed_rape,P1,MLG17,45.19,NA,0,NA,NA,G1
Seed_P2S1_a,Seed,P2S1,oIlseed_rape,P2,MLG15,23.39,NA,0,NA,NA,G1
Seed_P2S1_b,Seed,P2S1,oIlseed_rape,P2,MLG15,42.39,NA,0,NA,NA,G1
Seed_P2S1_c,Seed,P2S1,oIlseed_rape,P2,MLG15,26.35,NA,0,NA,NA,G1
Seed_P2S2_a,Seed,P2S2,oIlseed_rape,P2,MLG17,60.49,NA,0,Seed,Seed_NA,G1
Seed_P2S2_b,Seed,P2S2,oIlseed_rape,P2,MLG17,29.45,NA,0,Seed,Seed_NA,G1
Seed_P2S2_c,Seed,P2S2,oIlseed_rape,P2,MLG17,58.53,NA,0,Seed,Seed_NA,G1
Seed_P2S3_a,Seed,P2S3,oIlseed_rape,P2,MLG17,49.43,NA,0,NA,NA,G1
Seed_P2S3_b,Seed,P2S3,oIlseed_rape,P2,MLG17,48.28,NA,0,NA,NA,G1
Seed_P2S3_c,Seed,P2S3,oIlseed_rape,P2,MLG17,51.74,NA,0,NA,NA,G1
Seed_P2S4_a,Seed,P2S4,oIlseed_rape,P2,MLG17,69.68,NA,0,NA,NA,G1
Seed_P2S4_b,Seed,P2S4,oIlseed_rape,P2,MLG17,50.78,NA,0,NA,NA,G1
Seed_P2S4_c,Seed,P2S4,oIlseed_rape,P2,MLG17,40.4,NA,0,NA,NA,G1
Seed_Pram_120_a,Seed,Pram_120,oIlseed_rape,P0,NA,64.79,NA,0,NA,NA,G1
Seed_Pram_120_b,Seed,Pram_120,oIlseed_rape,P0,NA,54.41,NA,0,NA,NA,G1
Seed_Pram_120_c,Seed,Pram_120,oIlseed_rape,P0,NA,55.95,NA,0,NA,NA,G1
Seed_Pram_120_d_a,Seed,Pram_120_d,oIlseed_rape,P0,NA,23.95,NA,0,NA,NA,G1
Seed_Pram_120_d_b,Seed,Pram_120_d,oIlseed_rape,P0,NA,23.5,NA,0,NA,NA,G1
Seed_Pram_120_d_c,Seed,Pram_120_d,oIlseed_rape,P0,NA,27.61,NA,0,NA,NA,G1
Soil_P2S1_a,Soil,P2S1,oIlseed_rape,P2,MLG15,21.49,NA,0,NA,NA,G1
Soil_P2S1_b,Soil,P2S1,oIlseed_rape,P2,MLG15,26.62,NA,0,NA,NA,G1
Soil_P2S1_c,Soil,P2S1,oIlseed_rape,P2,MLG15,59.06,NA,0,NA,NA,G1
Soil_P2S2_a,Soil,P2S2,oIlseed_rape,P2,MLG17,26.86,NA,0,Soil,Soil_NA,G1
Soil_P2S2_b,Soil,P2S2,oIlseed_rape,P2,MLG17,48.6,NA,0,Soil,Soil_NA,G1
Soil_P2S2_c,Soil,P2S2,oIlseed_rape,P2,MLG17,25.86,NA,0,Soil,Soil_NA,G1
Soil_P2S3_a,Soil,P2S3,oIlseed_rape,P2,MLG17,48.97,NA,0,NA,NA,G1
Soil_P2S3_b,Soil,P2S3,oIlseed_rape,P2,MLG17,48.5,NA,0,NA,NA,G1
Soil_P2S3_c,Soil,P2S3,oIlseed_rape,P2,MLG17,49.03,NA,0,NA,NA,G1
Soil_P2S4_a,Soil,P2S4,oIlseed_rape,P2,MLG17,34.87,NA,0,NA,NA,G1
Soil_P2S4_b,Soil,P2S4,oIlseed_rape,P2,MLG17,34.09,NA,0,NA,NA,G1
Soil_P2S4_c,Soil,P2S4,oIlseed_rape,P2,MLG17,36.74,NA,0,NA,NA,G1
Germ_P3S2_ACN_a,Germ,P3S2,tobacco,P3,MLG7,81.6,ACN,0.530706787109375,Conditioned,Conditioned_ACN,G2
Germ_P3S2_ACN_b,Germ,P3S2,tobacco,P3,MLG7,87.92,ACN,0.530706787109375,Conditioned,Conditioned_ACN,G2
Germ_P3S2_ACN_c,Germ,P3S2,tobacco,P3,MLG7,59.89,ACN,0.530706787109375,Conditioned,Conditioned_ACN,G2
Germ_P3S2_Chanvre_a,Germ,P3S2,tobacco,P3,MLG7,51.62,Hemp,0.530706787109375,Germinated,Germinated_Hemp,G2
Germ_P3S2_Chanvre_b,Germ,P3S2,tobacco,P3,MLG7,37.65,Hemp,0.530706787109375,Germinated,Germinated_Hemp,G2
Germ_P3S2_Chanvre_c,Germ,P3S2,tobacco,P3,MLG7,52.23,Hemp,0.530706787109375,Germinated,Germinated_Hemp,G2
Germ_P3S2_Colza_a,Germ,P3S2,tobacco,P3,MLG7,71.8,Oilseed_rape,0.530706787109375,Germinated,Germinated_Oilseed_rape,G2
Germ_P3S2_Colza_b,Germ,P3S2,tobacco,P3,MLG7,52.17,Oilseed_rape,0.530706787109375,Germinated,Germinated_Oilseed_rape,G2
Germ_P3S2_Colza_c,Germ,P3S2,tobacco,P3,MLG7,61.85,Oilseed_rape,0.530706787109375,Germinated,Germinated_Oilseed_rape,G2
Germ_P3S2_Colza_myro_a,Germ,P3S2,tobacco,P3,MLG7,43.97,Oilseed_rape_myrosinase,0.530706787109375,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P3S2_Colza_myro_b,Germ,P3S2,tobacco,P3,MLG7,51.31,Oilseed_rape_myrosinase,0.530706787109375,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P3S2_Colza_myro_c,Germ,P3S2,tobacco,P3,MLG7,60.51,Oilseed_rape_myrosinase,0.530706787109375,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P3S2_GR24_a,Germ,P3S2,tobacco,P3,MLG7,47.37,GR24,0.530706787109375,Germinated,Germinated_GR24,G2
Germ_P3S2_GR24_b,Germ,P3S2,tobacco,P3,MLG7,72.05,GR24,0.530706787109375,Germinated,Germinated_GR24,G2
Germ_P3S2_GR24_c,Germ,P3S2,tobacco,P3,MLG7,40.72,GR24,0.530706787109375,Germinated,Germinated_GR24,G2
Germ_P3S2_Tabac_a,Germ,P3S2,tobacco,P3,MLG7,52.88,Tobacco,0.530706787109375,Germinated,Germinated_Tobacco,G2
Germ_P3S2_Tabac_b,Germ,P3S2,tobacco,P3,MLG7,48.48,Tobacco,0.530706787109375,Germinated,Germinated_Tobacco,G2
Germ_P3S2_Tabac_c,Germ,P3S2,tobacco,P3,MLG7,50.52,Tobacco,0.530706787109375,Germinated,Germinated_Tobacco,G2
Germ_P4S1_ACN_a,Germ,P4S1,tobacco,P4,MLG1,98.58,ACN,0.474693298339844,Conditioned,Conditioned_ACN,G2
Germ_P4S1_ACN_b,Germ,P4S1,tobacco,P4,MLG1,87.88,ACN,0.474693298339844,Conditioned,Conditioned_ACN,G2
Germ_P4S1_ACN_c,Germ,P4S1,tobacco,P4,MLG1,71.45,ACN,0.474693298339844,Conditioned,Conditioned_ACN,G2
Germ_P4S1_Chanvre_a,Germ,P4S1,tobacco,P4,MLG1,59.28,Hemp,0.474693298339844,Germinated,Germinated_Hemp,G2
Germ_P4S1_Chanvre_b,Germ,P4S1,tobacco,P4,MLG1,30.67,Hemp,0.474693298339844,Germinated,Germinated_Hemp,G2
Germ_P4S1_Chanvre_c,Germ,P4S1,tobacco,P4,MLG1,39.55,Hemp,0.474693298339844,Germinated,Germinated_Hemp,G2
Germ_P4S1_Colza_a,Germ,P4S1,tobacco,P4,MLG1,88.51,Oilseed_rape,0.474693298339844,Germinated,Germinated_Oilseed_rape,G2
Germ_P4S1_Colza_b,Germ,P4S1,tobacco,P4,MLG1,49.07,Oilseed_rape,0.474693298339844,Germinated,Germinated_Oilseed_rape,G2
Germ_P4S1_Colza_c,Germ,P4S1,tobacco,P4,MLG1,57.97,Oilseed_rape,0.474693298339844,Germinated,Germinated_Oilseed_rape,G2
Germ_P4S1_Colza_myro_a,Germ,P4S1,tobacco,P4,MLG1,97.7,Oilseed_rape_myrosinase,0.474693298339844,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P4S1_Colza_myro_b,Germ,P4S1,tobacco,P4,MLG1,82.15,Oilseed_rape_myrosinase,0.474693298339844,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P4S1_Colza_myro_c,Germ,P4S1,tobacco,P4,MLG1,89.93,Oilseed_rape_myrosinase,0.474693298339844,Germinated,Germinated_Oilseed_rape_myrosinase,G2
Germ_P4S1_GR24_a,Germ,P4S1,tobacco,P4,MLG1,103.08,GR24,0.474693298339844,Germinated,Germinated_GR24,G2
Germ_P4S1_GR24_b,Germ,P4S1,tobacco,P4,MLG1,59.19,GR24,0.474693298339844,Germinated,Germinated_GR24,G2
Germ_P4S1_GR24_c,Germ,P4S1,tobacco,P4,MLG1,84.12,GR24,0.474693298339844,Germinated,Germinated_GR24,G2
Germ_P4S1_Tabac_a,Germ,P4S1,tobacco,P4,MLG1,58.41,Tobacco,0.474693298339844,Germinated,Germinated_Tobacco,G2
Germ_P4S1_Tabac_b,Germ,P4S1,tobacco,P4,MLG1,41.11,Tobacco,0.474693298339844,Germinated,Germinated_Tobacco,G2
Germ_P4S1_Tabac_c,Germ,P4S1,tobacco,P4,MLG1,55.24,Tobacco,0.474693298339844,Germinated,Germinated_Tobacco,G2
Seed_P3S1_a,Seed,P3S1,tobacco,P3,MLG6,22.42,NA,0.518211364746094,NA,NA,G2
Seed_P3S1_b,Seed,P3S1,tobacco,P3,MLG6,52.81,NA,0.518211364746094,NA,NA,G2
Seed_P3S1_c,Seed,P3S1,tobacco,P3,MLG6,27.21,NA,0.518211364746094,NA,NA,G2
Seed_P3S2_a,Seed,P3S2,tobacco,P3,MLG7,38.47,NA,0.530706787109375,Seed,Seed_NA,G2
Seed_P3S2_b,Seed,P3S2,tobacco,P3,MLG7,64.88,NA,0.530706787109375,Seed,Seed_NA,G2
Seed_P3S2_c,Seed,P3S2,tobacco,P3,MLG7,47.87,NA,0.530706787109375,Seed,Seed_NA,G2
Seed_P3S3_a,Seed,P3S3,tobacco,P3,MLG7,57.97,NA,0.530706787109375,NA,NA,G2
Seed_P3S3_b,Seed,P3S3,tobacco,P3,MLG7,40.32,NA,0.530706787109375,NA,NA,G2
Seed_P3S3_c,Seed,P3S3,tobacco,P3,MLG7,69.51,NA,0.530706787109375,NA,NA,G2
Seed_P3S4_a,Seed,P3S4,tobacco,P3,MLG7,71.17,NA,0.530706787109375,NA,NA,G2
Seed_P3S4_b,Seed,P3S4,tobacco,P3,MLG7,48.88,NA,0.530706787109375,NA,NA,G2
Seed_P3S4_c,Seed,P3S4,tobacco,P3,MLG7,32.03,NA,0.530706787109375,NA,NA,G2
Seed_P3S5_a,Seed,P3S5,tobacco,P3,MLG5,31.5,NA,0.518217468261719,NA,NA,G2
Seed_P3S5_b,Seed,P3S5,tobacco,P3,MLG5,59.76,NA,0.518217468261719,NA,NA,G2
Seed_P3S5_c,Seed,P3S5,tobacco,P3,MLG5,49.43,NA,0.518217468261719,NA,NA,G2
Seed_P4S1_a,Seed,P4S1,tobacco,P4,MLG1,51.55,NA,0.474693298339844,Seed,Seed_NA,G2
Seed_P4S1_b,Seed,P4S1,tobacco,P4,MLG1,41.21,NA,0.474693298339844,Seed,Seed_NA,G2
Seed_P4S1_c,Seed,P4S1,tobacco,P4,MLG1,60.79,NA,0.474693298339844,Seed,Seed_NA,G2
Seed_P4S2_a,Seed,P4S2,tobacco,P4,MLG2,49.78,NA,0.474693298339844,NA,NA,G2
Seed_P4S2_b,Seed,P4S2,tobacco,P4,MLG2,53.59,NA,0.474693298339844,NA,NA,G2
Seed_P4S2_c,Seed,P4S2,tobacco,P4,MLG2,48.35,NA,0.474693298339844,NA,NA,G2
Seed_P4S3_a,Seed,P4S3,tobacco,P4,MLG3,77.65,NA,0.493125915527344,NA,NA,G2
Seed_P4S3_b,Seed,P4S3,tobacco,P4,MLG3,59.24,NA,0.493125915527344,NA,NA,G2
Seed_P4S3_c,Seed,P4S3,tobacco,P4,MLG3,32.48,NA,0.493125915527344,NA,NA,G2
Seed_P4S4_a,Seed,P4S4,tobacco,P4,MLG4,27.86,NA,0.480943298339844,NA,NA,G2
Seed_P4S4_b,Seed,P4S4,tobacco,P4,MLG4,55.82,NA,0.480943298339844,NA,NA,G2
Seed_P4S4_c,Seed,P4S4,tobacco,P4,MLG4,34.07,NA,0.480943298339844,NA,NA,G2
Seed_P5S1_a,Seed,P5S1,tobacco,P5,MLG8,50.25,NA,0.524481201171875,NA,NA,G2
Seed_P5S1_b,Seed,P5S1,tobacco,P5,MLG8,64.6,NA,0.524481201171875,NA,NA,G2
Seed_P5S1_c,Seed,P5S1,tobacco,P5,MLG8,37.18,NA,0.524481201171875,NA,NA,G2
Seed_P5S2_a,Seed,P5S2,tobacco,P5,MLG9,55.86,NA,0.511993408203125,NA,NA,G2
Seed_P5S2_b,Seed,P5S2,tobacco,P5,MLG9,46.12,NA,0.511993408203125,NA,NA,G2
Seed_P5S2_c,Seed,P5S2,tobacco,P5,MLG9,66.78,NA,0.511993408203125,NA,NA,G2
Soil_P3S1_a,Soil,P3S1,tobacco,P3,MLG6,22.98,NA,0.518211364746094,NA,NA,G2
Soil_P3S1_b,Soil,P3S1,tobacco,P3,MLG6,33.27,NA,0.518211364746094,NA,NA,G2
Soil_P3S1_c,Soil,P3S1,tobacco,P3,MLG6,59.32,NA,0.518211364746094,NA,NA,G2
Soil_P3S2_a,Soil,P3S2,tobacco,P3,MLG7,50.25,NA,0.530706787109375,Soil,Soil_NA,G2
Soil_P3S2_b,Soil,P3S2,tobacco,P3,MLG7,63.98,NA,0.530706787109375,Soil,Soil_NA,G2
Soil_P3S2_c,Soil,P3S2,tobacco,P3,MLG7,30.29,NA,0.530706787109375,Soil,Soil_NA,G2
Soil_P3S3_a,Soil,P3S3,tobacco,P3,MLG7,50.31,NA,0.530706787109375,NA,NA,G2
Soil_P3S3_b,Soil,P3S3,tobacco,P3,MLG7,14.81,NA,0.530706787109375,NA,NA,G2
Soil_P3S3_c,Soil,P3S3,tobacco,P3,MLG7,28.98,NA,0.530706787109375,NA,NA,G2
Soil_P3S4_a,Soil,P3S4,tobacco,P3,MLG7,18.51,NA,0.530706787109375,NA,NA,G2
Soil_P3S4_b,Soil,P3S4,tobacco,P3,MLG7,51.78,NA,0.530706787109375,NA,NA,G2
Soil_P3S4_c,Soil,P3S4,tobacco,P3,MLG7,32.04,NA,0.530706787109375,NA,NA,G2
Soil_P3S5_a,Soil,P3S5,tobacco,P3,MLG5,40.32,NA,0.518217468261719,NA,NA,G2
Soil_P3S5_b,Soil,P3S5,tobacco,P3,MLG5,28.79,NA,0.518217468261719,NA,NA,G2
Soil_P3S5_c,Soil,P3S5,tobacco,P3,MLG5,15.02,NA,0.518217468261719,NA,NA,G2
Soil_P4S1_a,Soil,P4S1,tobacco,P4,MLG1,22.16,NA,0.474693298339844,Soil,Soil_NA,G2
Soil_P4S1_b,Soil,P4S1,tobacco,P4,MLG1,27.51,NA,0.474693298339844,Soil,Soil_NA,G2
Soil_P4S1_c,Soil,P4S1,tobacco,P4,MLG1,18.02,NA,0.474693298339844,Soil,Soil_NA,G2
