Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
00041a6c3f5d956b1582dbc6ac90ac65,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_pseudodeflectus
00e943a2d4bae192bdda93223800f4f2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,unidentified
0116c6c634e5ccd69a6878b356a1faaa,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_dinemasporium
012fefbaca10e116b44bc8487b98912f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,Dactylonectria_anthuriicola
0143418fa6c2a76061480b51a0457c09,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
016047796f90fcc30e6a134f3a0324ea,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,unidentified
0199ccaba4b9ddb61e61ead53e486f07,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified
01a5b71d28d6db3fcc1542759aab66cf,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,unidentified
01b17541cd091959ac84e8d603eb38c4,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified
01c3fc40f0e63dd8bba9e0f0dfeabb3e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_macrospinosa
025e9f8070cfa905aa869508c3797e82,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_bassiana
0281613f62ed9907e2f58125ae8c0feb,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,unidentified
02890133a4a26eb797544b850d16ae5b,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified
02c7e7cdeb0568d41c6124c97221e9dc,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Gliocladium,Gliocladium_cibotii
044dfb3bbe0a7a5be63d9d3cad2241d2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified
045afad24b90df5a8b137075dd04e89e,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_inaequale
04ba5801045987c7ca491d8bf12b3bb7,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified
051d15d6763799b6bf41139803520dee,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified
059d02e424bdad17535367451a46c2a4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,unidentified
06b58b7c6963d2d0b01bfa88a979bd55,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,unidentified,unidentified
071f2c54392a77dd909a98a5ec9bc540,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_urticicola
0726f5f88230183ce26aa43663305b0a,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,Dactylonectria_anthuriicola
07577aecc8b04875e69695e24b5e9131,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_alternatum
07688e895b66791a5de3d66d0682909f,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,unidentified
0850268819a58f0dcf2207d8b3dbad84,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_elegans
08567203d223a287cee508c9e3dac255,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_flavoviride
0895b4b71fba523fe5bd06cb6a3ed0fa,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified
089e1ddc8dd3497b035afd29ba6f3ecb,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,unidentified,unidentified
08aa40ef0aa6b18ffb43111a0fc52a0f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Gliocladium,Gliocladium_cibotii
08f9d58a00ff946a02a12492ac91e63c,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,unidentified,unidentified
0915e33b278ca972d96b44a7b9901cdd,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,unidentified
09d4cad92896acc798e1e39e3486fff7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
09df28438aa91e8496834fe4ebfe5a10,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_humicola
0a01ee805e6a2ec95458247fb46c2919,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified
0a166c2bd2cbc46f9e319decdb1a52bd,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia_eucalypti
0a58e218e3414c45d176d478d4939b63,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,unidentified
0a772036be5f88b1bfbee4b6c4dc39e5,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,Gamsia_simplex
0ac8fe462cc5ff0ad02aa8cd81e339c5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_humicola
0b0338e11b65e5e2bc48d7dea85eb5ad,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified
0b046e5d3be3ee3ac9a45e66f1d0d785,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_glaebosa
0b6e7bfb448349fde94be2d2ed6986f2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
0b701706ea080a1a8fd91d77fab33341,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,Cadophora_orchidicola
0b75f7f002da679014a11818485ef4e9,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified
0b766ff54cd437c612bb8ce462c837f9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,Helminthosporium_solani
0c1027e0e74665a15b14ca6372d2222c,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_circinatum
0c5446361245f92d7e234dca0dd61ac8,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_affinis
0c7eb422983cd5b5e46ecceda32c93a4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,unidentified
0cb093fca19433efc034107511912ba8,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_piluliferum
0cc0dafc3f0a97d0f57c0e55fb377ea9,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,unidentified
0d4ff43658bce79065e6127b9d889177,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,Scedosporium_prolificans
0dc51ec421b96d64cbdc116a1c8ded77,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Microdochium_trichocladiopsis
0dc65c51ebe5b94d1b7de3466f9b77b0,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,unidentified,unidentified
0de9412e7477fb08f45b82df81e5d5da,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,unidentified,unidentified
0e4056b8582836642b6db1659df29044,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified
0e7d9405ca545de2522cfd861958e2b6,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria_graminis
0e9ef0227e8b4927b0135350410e9bf2,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified
0ea5c2ee5582a4be735fa4be81878995,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_aquaeductuum
0ec6d580aaa7f239b22174ca84d9c96f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,unidentified
0eced6e1817ad8f7213954292fb3dab8,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
0f5eb47a6eb5b7b9b8d0fa9635560287,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_alcalophilum
0fa59a7bc0cd273d6599c572015e948a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium_vesicarium
101b2e9a3b1152e6e0621a53e131d470,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
101f3136c9ab06e3e1a2a1ccfe7c9930,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,unidentified,unidentified
102c16d29135942c02b1986aa0940262,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_maculans
10d32bd8af1e9615bc28d50f90f2ff78,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana
111a713960d6c613f8849382af23053b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_urticicola
1127730e245b6393fb6acc9ae6691545,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unidentified
114542d967e902ffb09e751a83d9f075,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella_minima
11690c136ca1623cbfae76ff5bb6d415,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
11b8a2e39ff40b5b6d6e9eaba858c388,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,Dendryphion_europaeum
11da5696772e35630a93b5996d298d9a,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium_leptobactrum
11db1b8511af07f83bc4536361eb215d,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unidentified,unidentified
123469641f3f4344c19a81170b35ca95,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified
123d9a2b0927f753ab7da33b9390a3b9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified
12b8baf8e388d67c9e02c286246d3d83,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
12c188b02aa15e3eeeb8438bae544216,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
12c88d94008a82585b58782af914cf40,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_rutilum
12f13ceef4bd25a24762a49a80d15474,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified
13399037ee76caee97b3d056c292ca1a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,unidentified
134475cce8ba123a5a1640cdcda5781a,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
13aca6d14be6f94b5b66969432368d53,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema_rubi
13e7b8a06495a2a02960d987f52945c4,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium_pullulans
1443cb643a9c7cc221837543f7134a06,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,unidentified
14485345b4a6e19c5e9e57e721496190,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,unidentified
146154bbb7c5fa6eac9e22ea6cf96e34,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_pubescens
146ce75d4ed63080a35e462115216cfe,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,unidentified,unidentified
14d31aa971cf8968966398491be09bb0,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unidentified
151196f9101265e9604d47a3800bf8f6,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_rutilum
1536560df83c885ca7c1f890df55d844,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_prosopidis
157ea1d0008ec4f2facd22da6d4cf236,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_poae
159194e588e69f807af0092f56f7fdf5,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified
15a148c34dbbf6e95e5b99c055bf16ac,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_microspora
1603b2f8a8f15f086fef7ec615de5ad6,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,unidentified
16286992b93ac7e2ddbb7d9b28be2fa8,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,unidentified
166aa566325f2c6b0ef61dba4ef8ff1b,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_arnaudii
1679253371b983e1825690190f7d8aba,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chrysanthemicola
16a69c3289e5be56497794b5967e1c86,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium_nubilum
16a6b77741b7e358172532f88f0e7e82,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pseudorobillarda,Pseudorobillarda_phragmitis
16ca6ef8eaef0b1114e4cea09569000e,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,unidentified
16fcc713a7f6d99493165bff61ddc1b9,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unidentified
17885b6194712ebc39e5826d2443ea33,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,unidentified,unidentified
17c79cc6976d358e5c3ba68f4d268be7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,unidentified,unidentified
1812528bd3f97a77a582f35e860b8623,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
1820f740842b705f5aabed7fd4f6a328,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unidentified
182902a9c37ce6f3fec9c2529902423c,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_macrospinosa
185eb0158963f89e273f2333900a467a,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
18729cfa7acdb92c9c351780f2238fde,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,unidentified,unidentified
18ed9bd3251b47d89a67257c56389bd6,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,unidentified,unidentified
18fbb59adc9f2b81d4b49f432541ad7b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified
19290d53df4fa02a811abfb1c44c1e0d,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_grevilleae
192d84ec9fd41a8513ae18586f07113a,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium_klebahnii
1935a532e2e588fe3879269ee9356fe5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium_vesicarium
1936e878c33d6cf33750a5d6ad7f2dc0,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
19aeea7ded47a27f2dd4b1bd895223fe,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
19d8aac8801838502332e59fc0b04788,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,unidentified
19dd5d4d1b0e3f26c67400dff475c1ac,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii
1a31519c1b2502bb801a4f1ce89e2009,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,unidentified
1ab25aabac209220a7b1685361af1cc6,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified
1ae265d486004429f3b47a96d55245d9,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Ascocoryne,Ascocoryne_cylichnium
1b0111c4c7d603807f31453dcafec138,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_exitialis
1b3eb48f4e7d604c97dbc8f7b9416dde,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Glomerella,Glomerella_acutata
1b584a56abb6eb36aa80865d1028e81f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_bassiana
1b8ce53e6c8b3785c6564336555d6d2e,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
1bed06999b29a2bbbf78f9d006df1156,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_inaequalis
1c0381fddffbd53cfb3868fcff1a3ebe,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,Protomyces_inouyei
1c4dc3a968c5c3ef7a8724e50d0bc21c,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified
1c56e669f3df616f852d20cd9d9116d4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_lunata
1c628f6fd696146e4cc2966d3a3b1961,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_nigrum
1c7fb11c103dc6ad8d7cdc02103f528e,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_flabelliforme
1ca7eea6cc4b4639b74ca2243c57268b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Gliocladium,Gliocladium_cibotii
1cb8b39877408b1f0e64e5537ef446a7,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,unidentified,unidentified
1cbf7e5beb0796682357cffc3376b5ce,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified
1d7a24cd565a5f862c87f9fea4cdbc45,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum
1e2d437d2f690bbf5a73fcf17423fa0e,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified
1e5f4a16f83978fe4ca8149093453237,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces_anomalus
1ec9d88116d7fdac2b601216a214b1c8,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
1ed90bf6cb9c024686a2c5f078758f5a,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii
1f1d298df617a092c136eb292e60ae13,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,unidentified
1f23b3a14d1d7db46eabaa3acda77a3e,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Acrostalagmus,Acrostalagmus_luteoalbus
1f6838d60cbf9b251482c47b2fa5bd4d,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified
1fbf6bd19328f30c9143e96162500621,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified
2014d55c0fc49ac6c22d328d3da8c1bb,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Gliocladium,Gliocladium_cibotii
20cb2381c7329d2363cd71598db48a88,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_microscopica
20d9f98b029d5a39128ee5af00c4d884,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified
2111010a9238ccdaec3bbd338c119612,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_stromaticum
212fae018cc2dfc53da88d8068a307a5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,unidentified
215d67e05adf52b839d932a5ba3b2077,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
21e1412cdb9db06dcceb2e8ef0a798f8,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_coprobium
22c4ddfd585a9ff0c5fe9b54079025ea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,unidentified
22e452ef2ac1f9c9c38dd151c44b4c3f,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_biglobosus
230d7d59e688bad763540c5bb9a530ac,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Acrostalagmus,Acrostalagmus_luteoalbus
23325786d7ec15ca11247bcd061abfd7,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified
233cc72bc3cc267c8381cc2bfb01d70a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma_samararum
237d2db25cb8c295cfe7aeec1e24e2fc,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,unidentified
23c14c8f6b321789dfae1929bb080be7,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina
23cfd838f4a8ac26015ce86255a578a7,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified
23dbaf372f69950c470753ab4f7bda6d,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_samala
240e903cdb2e76dcff32dadfd4d4cc3a,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unidentified
2477b161ec8fcefe09425df94a143057,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
2478d9c43912c93848e329426aa12347,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_nigrescens
24792106d5711311705428f87971da40,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,unidentified,unidentified
249f436c8f4e2775e0183c2b8e6a2c5a,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_pseudodeflectus
24e74d80a14c45a5cf5d90ec5a781cc7,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani
24febe320dfed30ec12873dff02dbfa2,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema_macrosporum
252b0f8b58e15b407a53ebb97cd340c7,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,unidentified
25d0937c921868b6ded4daaf3c680e75,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_inaequale
25e531aa021c53ad23e955345d7a6995,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified
2651f0d00d5f8ffcde141ae303fec339,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Neodevriesia_simplex
266f89ad8a374f0794d5c74da4a40798,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_pilosum
26ab44b6c7b5ea5d2cfab28a3d9c81f4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani
26c54bbae8e1eacd11f6b1751c88aa97,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Byssonectria,Byssonectria_deformis
26d9bde96914f05c2b8d2d57513f711d,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,unidentified
26da46effb1cf80d8f9801c7b021699e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_herbarum
275c3446af038d27607c997b58b67c7b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum
27878c4772753dab512118a60ad5170d,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,unidentified
2871c65553af6062be3f49dfef61ec48,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified
2909348242b4ee403fe74b76d78bde87,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,unidentified
293c17686aad4851bf8f2554eee96e47,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
2960df1f2eca328b6c97685eac83dc55,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified
2962817540342dac2676775f1a60b9fb,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,Dissoconium_aciculare
297f12b0fc55cb1d3c8a773dae57cfe4,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,unidentified
298eeb88f720911f4d0c4470e2bf1ed5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,unidentified
29a603e681063ad27e0839791174dda0,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified
29d010c67507bca3d20e2fc54aaba582,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_humicola
29dac02626a4cf8f3ed66b96018de9ae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_kyushuense
29e9b4965bf9b32167fae5baa4b5855c,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,unidentified,unidentified
